,DIS US Equity,DIS US Equity,DIS US Equity,DIS US Equity,DIS US Equity,DIS US Equity
,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_VOLUME,CUR_MKT_CAP
2023-06-16,91.32,92.88,92.97,90.86,22683385.0,166869.4915
2023-06-20,89.75,90.29,90.78,89.74,14939188.0,164000.6227
2023-06-21,88.64,89.55,89.67,88.11,17872964.0,161972.3141
2023-06-22,88.49,88.44,89.19,88.12,10915328.0,161698.2184
2023-06-23,88.1,88.015,88.395,87.61,13538013.0,160985.5694
2023-06-26,88.7,88.04,89.4899,87.77,13132684.0,162081.9524
2023-06-27,89.06,88.9,89.66,88.49,10032652.0,162739.7822
2023-06-28,88.83,89.39,89.4,88.525,12118274.0,162319.5021
2023-06-29,88.95,87.8,89.12,87.34,13402579.0,162538.7787
2023-06-30,89.28,89.18,89.6,88.605,12837549.0,163141.7893
2023-07-03,90.5,89.115,90.95,88.91,7979547.0,165371.1014
2023-07-05,89.79,90.11,90.3898,89.25,11028782.0,164073.7149
2023-07-06,88.74,88.67,88.83,87.78,12108532.0,162155.0446
2023-07-07,88.64,88.31,89.73,88.08,9705123.0,161972.3141
2023-07-10,88.1,88.25,88.68,87.855,13642620.0,160985.5694
2023-07-11,89.49,88.195,89.59,88.15,13735507.0,163525.5234
2023-07-12,90.15,90.11,90.7099,89.57,14912079.0,164731.5447
2023-07-13,90.47,90.55,90.81,89.0805,15325522.0,165316.2823
2023-07-14,88.62,90.41,90.49,88.4211,17769989.0,161935.768
2023-07-17,85.56,88.42,88.49,85.3,34503444.0,156344.2148
2023-07-18,85.95,85.51,87.3,85.31,21915527.0,157056.8637
2023-07-19,87.04,86.2,87.89,86.19,17177010.0,159048.6262
2023-07-20,86.21,86.84,87.178,86.03,15277532.0,157531.963
2023-07-21,87.18,86.295,87.9,85.88,19900961.0,159304.4489
2023-07-24,86.6,87.49,87.96,86.5501,13911900.0,158244.612
2023-07-25,85.63,85.73,86.31,85.16,15335411.0,156472.1261
2023-07-26,85.86,85.67,86.27,85.45,14983702.0,156892.4063
2023-07-27,85.36,86.6,86.88,85.19,16691368.0,155978.7538
2023-07-28,86.13,85.86,86.58,85.445,13638332.0,157385.7786
2023-07-31,88.89,87.0,89.36,86.88,20837786.0,162429.1404
2023-08-01,89.03,89.12,89.73,88.46,13745084.0,162684.9631
2023-08-02,86.3,88.26,88.33,86.26,15162662.0,157696.4205
2023-08-03,85.49,85.82,86.46,85.45,14194137.0,156216.3034
2023-08-04,86.3,85.94,87.108,85.45,11533906.0,157696.4205
2023-08-07,86.83,86.66,87.23,85.99,10818366.0,158664.8921
2023-08-08,88.13,86.5,88.33,86.1,16767893.0,161040.3886
2023-08-09,87.49,89.2,89.56,87.04,32517915.0,160087.3462
2023-08-10,91.76,89.97,92.53,87.75,56716750.0,167900.5017
2023-08-11,89.02,91.32,91.35,88.86,21998920.0,162886.9078
2023-08-14,88.81,88.99,89.3,87.99,13676384.0,162502.6543
2023-08-15,87.06,87.99,88.23,86.89,13677866.0,159300.5414
2023-08-16,86.35,86.54,87.06,86.08,12182717.0,158001.3984
2023-08-17,85.92,86.92,86.96,85.8,14206015.0,157214.5936
2023-08-18,85.96,85.37,86.72,85.37,12364388.0,157287.7847
2023-08-21,85.88,85.81,86.25,85.4094,11214986.0,157141.4024
2023-08-22,85.79,85.71,86.0911,85.37,9845852.0,156976.7223
2023-08-23,85.83,85.81,86.325,85.635,7575953.0,157049.9135
2023-08-24,82.47,85.51,85.95,82.46,27531021.0,150901.8567
2023-08-25,83.36,83.07,83.65,82.46,16050882.0,152530.3599
2023-08-28,84.16,83.83,84.685,83.53,12166436.0,153994.1829
2023-08-29,84.4,83.79,84.545,83.73,11210669.0,154433.3298
2023-08-30,84.28,84.4,84.68,83.83,11816643.0,154213.7563
2023-08-31,83.68,84.46,84.61,83.64,10447960.0,153115.8891
2023-09-01,81.64,82.105,82.23,80.53,27701889.0,149383.1403
2023-09-05,81.19,81.42,82.385,81.175,12741682.0,148559.7399
2023-09-06,80.98,80.79,82.09,80.53,15518544.0,148175.4863
2023-09-07,80.57,80.82,80.85,79.75,14767972.0,147425.277
2023-09-08,81.58,80.54,81.67,80.17,16233621.0,149273.3536
2023-09-11,82.52,81.94,83.85,81.17,26579061.0,150993.3457
2023-09-12,83.68,83.03,84.67,82.57,16594608.0,153115.8891
2023-09-13,83.48,83.35,84.045,83.12,9772692.0,152749.9333
2023-09-14,84.48,84.0,84.74,83.04,22371918.0,154579.7121
2023-09-15,85.58,85.22,86.19,84.61,21631240.0,156592.4688
2023-09-18,85.02,85.24,85.92,84.98,11894183.0,155567.7926
2023-09-19,81.94,83.915,84.79,81.71,21478915.0,149932.074
2023-09-20,82.56,82.03,83.2,81.64,12715167.0,151066.5368
2023-09-21,82.73,82.06,83.67,81.92,14378025.0,151377.5992
2023-09-22,81.25,82.91,83.35,81.2,11495300.0,148669.5266
2023-09-25,81.01,81.56,81.77,80.5638,11034439.0,148230.3797
2023-09-26,80.05,80.5,80.735,79.79,14867862.0,146473.7921
2023-09-27,79.9,80.12,80.56,79.215,14662506.0,146199.3252
2023-09-28,80.13,80.28,80.92,79.6514,12229820.0,146620.1744
2023-09-29,81.05,80.66,81.33,80.41,11261366.0,148303.5708
2023-10-02,81.67,80.92,81.77,80.79,9128074.0,149438.0337
2023-10-03,79.54,81.25,81.89,79.46,12586235.0,145540.6049
2023-10-04,79.32,79.61,79.794,78.7309,12010508.0,145138.0535
2023-10-05,80.81,79.1,80.94,78.88,15466571.0,147864.4239
2023-10-06,82.94,81.05,83.53,80.49,15391073.0,151761.8528
2023-10-09,84.7,84.3,84.88,83.13,13604405.0,154982.2634
2023-10-10,84.99,84.79,85.285,83.93,9450609.0,155512.8993
2023-10-11,84.85,85.37,85.72,84.255,9499170.0,155256.7302
2023-10-12,84.35,84.83,85.065,83.51,9554881.0,154341.8409
2023-10-13,84.35,83.94,84.58,83.3841,10813094.0,154341.8409
2023-10-16,85.71,84.31,85.925,84.31,10275144.0,156830.34
2023-10-17,86.2,85.345,86.285,85.31,9985651.0,157726.9316
2023-10-18,84.68,85.69,86.26,84.6,10047019.0,154945.6679
2023-10-19,83.25,85.26,85.27,83.17,14316809.0,152329.0842
2023-10-20,82.65,82.9,83.44,82.61,10436993.0,151231.2169
2023-10-23,83.1,82.08,84.025,80.91,10772524.0,152054.6174
2023-10-24,82.56,83.41,84.1997,81.74,11499469.0,151066.5368
2023-10-25,80.59,82.13,82.55,80.515,9372522.0,147461.8726
2023-10-26,79.78,80.08,80.61,79.42,11650989.0,145979.7518
2023-10-27,79.33,79.75,81.025,79.23,10300556.0,145156.3513
2023-10-30,80.68,79.72,80.93,79.53,10291181.0,147626.5527
2023-10-31,81.59,80.69,81.665,80.33,8672234.0,149291.6514
2023-11-01,81.07,81.53,81.58,80.18,9092974.0,148340.1664
2023-11-02,83.29,81.85,83.3,81.82,11518450.0,152402.2753
2023-11-03,85.07,84.17,85.93,84.16,11331778.0,155659.2816
2023-11-06,84.02,85.08,85.8,83.59,14160922.0,153738.0139
2023-11-07,84.59,84.155,84.68,83.95,10540204.0,154780.9878
2023-11-08,84.5,84.14,84.92,83.95,26942600.0,154616.3077
2023-11-09,90.34,87.84,91.21,87.6,51062704.0,165302.2158
2023-11-10,88.27,90.13,90.16,86.935,25200001.0,161514.5737
2023-11-13,89.44,88.42,89.9,87.4051,12834443.0,163655.4149
2023-11-14,91.07,90.03,91.5417,89.99,13152029.0,166637.9543
2023-11-15,93.93,92.99,94.565,92.74,20593054.0,171871.1217
2023-11-16,94.51,93.89,94.61,93.63,12923919.0,172932.3933
2023-11-17,94.15,94.75,95.377,93.92,12201304.0,172273.673
2023-11-20,95.03,93.98,95.585,93.87,14114766.0,173883.8783
2023-11-21,94.45,94.73,94.96,93.96,7654843.0,172873.3387
2023-11-22,95.07,94.91,95.7061,94.76,7330932.0,174008.1346
2023-11-24,96.06,94.9,96.51,94.9,5440468.0,175820.1474
2023-11-27,95.17,95.74,95.74,94.515,11049470.0,174191.1662
2023-11-28,92.5,95.0,95.14,92.445,18660305.0,169304.2227
2023-11-29,92.5,92.6,93.24,91.44,13857038.0,169304.2227
2023-11-30,92.69,93.55,93.86,92.2,13396699.0,169651.9827
2023-12-01,92.58,92.74,92.84,91.77,11898169.0,169450.648
2023-12-04,92.01,91.9,92.41,91.61,12602805.0,168407.3679
2023-12-05,90.79,91.61,91.78,89.931,12356988.0,166174.3825
2023-12-06,91.5,91.11,92.545,90.62,10462040.0,167473.9068
2023-12-07,92.35,91.8,93.39,91.65,10264684.0,169029.6753
2023-12-08,92.82,92.055,93.54,92.055,9498155.0,169889.9238
2023-12-11,92.2,92.73,93.08,91.97,10810961.0,168755.1279
2023-12-12,91.07,92.12,92.2,90.8614,13218428.0,166686.8709
2023-12-13,92.83,91.17,92.87,90.78,10173236.0,169908.2269
2023-12-14,93.94,93.21,94.83,93.21,12439334.0,171939.8776
2023-12-15,93.46,93.05,93.948,92.93,17551598.0,171061.326
2023-12-18,92.86,92.7,93.71,92.7,9083570.0,169963.1364
2023-12-19,93.93,92.64,93.99,92.61,8803962.0,171921.5745
2023-12-20,91.27,93.24,94.27,91.25,13060571.0,167052.9341
2023-12-21,92.02,91.93,92.08,91.06,13037178.0,168425.6711
2023-12-22,91.02,91.62,92.24,90.75,9419816.0,166595.3551
2023-12-26,90.95,90.84,91.2681,90.6,8086935.0,166467.233
2023-12-27,90.38,90.91,90.9393,90.04,11123508.0,165423.9529
2023-12-28,90.4,90.09,90.9799,89.97,8479648.0,165460.5593
2023-12-29,90.29,90.12,90.6,89.86,9210954.0,165259.2245
2024-01-02,90.71,90.1,91.475,89.7304,10587634.0,166027.9572
2024-01-03,91.65,90.23,92.08,90.0,11929768.0,167748.4542
2024-01-04,90.56,91.94,91.94,90.0,12087430.0,165753.4098
2024-01-05,90.9,90.41,91.32,90.355,9092069.0,166375.7172
2024-01-08,91.55,91.55,91.94,91.0,11103717.0,167565.4226
2024-01-09,89.67,91.05,91.1,89.602,11255050.0,164124.4286
2024-01-10,89.29,89.82,89.82,88.88,15091574.0,163428.9086
2024-01-11,89.45,89.39,89.7798,88.685,9642176.0,163721.7591
2024-01-12,90.35,89.65,90.83,89.65,11919448.0,165369.0435
2024-01-16,93.05,90.29,93.09,89.455,16780869.0,170310.8964
2024-01-17,90.34,92.575,93.76,90.1,15735217.0,165350.7403
2024-01-18,92.21,90.655,92.51,90.405,12203197.0,168773.4311
2024-01-19,93.06,92.32,93.58,91.63,19790081.0,170329.1996
2024-01-22,95.08,92.87,95.23,92.87,15119379.0,174026.4378
2024-01-23,93.77,95.43,95.89,93.175,11559411.0,171628.7239
2024-01-24,93.5,94.42,95.25,93.255,10454904.0,171134.5386
2024-01-25,94.86,93.92,94.94,93.75,8661572.0,173623.7683
2024-01-26,95.36,95.0,95.53,94.7,7812755.0,174538.9262
2024-01-29,97.49,95.42,97.5,95.0,13422221.0,178437.4991
2024-01-30,96.94,96.52,97.54,96.01,9139614.0,177430.8254
2024-01-31,96.05,96.42,97.57,95.8114,9592304.0,175801.8442
2024-02-01,97.06,96.37,97.93,95.9,8484801.0,177650.4633
2024-02-02,97.13,96.28,97.41,95.82,9321343.0,178166.124
2024-02-05,96.65,96.7,97.37,96.49,11679341.0,177285.6572
2024-02-06,99.29,96.92,99.32,96.79,16498476.0,182128.2246
2024-02-07,99.14,97.39,99.28,96.64,28886282.0,181852.7236
2024-02-08,110.54,107.08,112.77,106.8,60558410.0,202763.7691
2024-02-09,108.39,109.6,110.15,107.69,21509086.0,198820.0193
2024-02-12,109.29,107.88,111.0599,107.83,13423955.0,200470.8913
2024-02-13,110.46,108.28,110.65,108.21,14594483.0,202617.0249
2024-02-14,111.56,110.58,111.68,109.67,11405491.0,204634.7573
2024-02-15,112.45,111.08,112.92,111.08,9961907.0,206267.2863
2024-02-16,111.6,112.02,112.56,111.16,8782223.0,204708.1294
2024-02-20,109.44,110.85,111.128,109.35,9770911.0,200746.0366
2024-02-21,107.67,108.48,109.22,107.235,10454428.0,197499.3216
2024-02-22,107.64,107.99,108.49,107.405,9266195.0,197444.2926
2024-02-23,107.74,107.57,108.0,105.83,11723952.0,197627.7228
2024-02-26,107.68,107.52,108.76,107.38,8694150.0,197517.6647
2024-02-27,109.42,107.78,109.58,107.78,7594956.0,200709.3506
2024-02-28,110.8,108.78,111.04,108.661,10773048.0,203240.6876
2024-02-29,111.58,111.14,112.75,110.97,11658288.0,204671.4434
2024-03-01,111.95,111.44,112.145,111.03,7242396.0,205350.1352
2024-03-04,113.69,112.67,114.13,111.8,11558852.0,208541.8211
2024-03-05,112.87,113.61,115.19,112.27,14929579.0,207037.6933
2024-03-06,110.06,113.08,113.3,109.25,14743882.0,201883.304
2024-03-07,110.18,110.7,111.08,109.2,8609290.0,202103.4203
2024-03-08,110.32,110.18,111.31,109.34,10009185.0,202360.2226
2024-03-11,112.31,110.09,112.91,110.03,8794307.0,206010.484
2024-03-12,112.46,112.515,112.95,111.64,8084958.0,206285.6293
2024-03-13,112.5,112.74,114.13,112.435,7267902.0,206359.0014
2024-03-14,112.06,111.74,112.35,109.51,10520462.0,205551.9085
2024-03-15,111.95,111.6,112.96,111.4,15364181.0,205350.1352
2024-03-18,113.85,112.29,114.43,112.29,11820763.0,208835.3095
2024-03-19,114.51,113.41,115.17,113.2431,10999744.0,210045.9489
2024-03-20,116.46,114.61,116.51,114.36,11699645.0,213622.8383
2024-03-21,116.7,116.99,117.36,115.86,10353545.0,214063.0708
2024-03-22,115.87,116.92,117.66,115.84,7144785.0,212540.6
2024-03-25,119.36,116.97,119.41,116.87,12103553.0,218942.3148
2024-03-26,119.93,119.63,120.4,118.19,11870043.0,219987.867
2024-03-27,120.98,120.955,122.0262,120.0201,10782835.0,221913.8844
2024-03-28,122.36,121.25,123.74,121.2,15367421.0,224445.2215
2024-04-01,121.53,122.06,122.3999,120.78,8419727.0,222922.7506
2024-04-02,122.82,120.22,123.53,120.16,15517067.0,225289.0005
2024-04-03,118.98,122.27,123.6902,118.38,22480435.0,218245.2799
2024-04-04,117.09,119.22,120.19,116.96,13815399.0,214778.4487
2024-04-05,118.38,116.6,118.86,116.3,9653915.0,217144.6986
2024-04-08,117.35,118.02,118.52,116.82,6266011.0,215255.3673
2024-04-09,117.97,117.38,118.51,116.89,7455367.0,216392.6347
2024-04-10,117.19,116.6,117.56,116.37,6746282.0,214964.9941
2024-04-11,117.15,117.59,118.28,116.37,6559411.0,214891.6209
2024-04-12,114.01,116.39,116.7,113.73,12155166.0,209131.8284
2024-04-15,112.95,114.875,115.55,112.77,9637095.0,207187.4399
2024-04-16,113.88,112.82,114.5,112.52,9291419.0,208893.3657
2024-04-17,112.94,114.0,114.21,112.89,7378993.0,207169.0966
2024-04-18,112.43,113.18,114.25,112.19,8235636.0,206233.5889
2024-04-19,112.61,111.72,112.715,111.08,9436023.0,206563.7681
2024-04-22,111.99,113.1,113.64,111.75,6901689.0,205426.4842
2024-04-23,113.71,112.83,114.24,112.8,6839318.0,208581.5298
2024-04-24,113.92,113.14,114.18,113.14,6157230.0,208966.7388
2024-04-25,112.77,111.22,112.89,110.39,8045906.0,206857.2607
2024-04-26,112.73,111.85,113.0218,111.32,6304843.0,206783.8875
2024-04-29,112.08,113.04,113.88,110.34,7169209.0,205591.5738
2024-04-30,111.1,112.0,112.04,110.8,8156575.0,203793.9316
2024-05-01,110.48,111.29,111.99,110.21,6346109.0,202656.6477
2024-05-02,112.62,111.43,112.87,110.56,6799805.0,206582.1114
2024-05-03,113.66,113.54,114.11,112.7996,7411112.0,208489.8133
2024-05-06,116.47,114.8,116.94,114.15,16303234.0,213644.2773
2024-05-07,105.39,107.25,107.88,104.21,55084617.0,192130.5045
2024-05-08,105.44,104.9,106.48,104.44,15238111.0,192221.6567
2024-05-09,105.8,104.62,106.13,104.39,15095970.0,192877.9522
2024-05-10,105.79,106.92,107.02,105.42,15884574.0,192859.7217
2024-05-13,105.83,105.59,106.6408,105.59,9666409.0,192932.6434
2024-05-14,105.35,105.3,105.99,104.95,11278423.0,192057.5828
2024-05-15,102.77,105.62,105.88,101.39,20745621.0,187354.1318
2024-05-16,103.37,103.04,104.03,102.84,9476686.0,188447.9576
2024-05-17,103.25,103.63,103.82,103.04,7355999.0,188229.1924
2024-05-20,102.9,103.33,103.67,102.52,7667435.0,187591.1274
2024-05-21,103.01,102.99,103.6999,102.72,7333306.0,187791.6621
2024-05-22,103.02,102.98,103.83,102.745,7190343.0,187809.8925
2024-05-23,100.66,102.98,103.01,100.27,10503993.0,183507.511
2024-05-24,101.76,100.85,102.09,100.69,6451579.0,185512.8583
2024-05-28,102.44,101.36,102.8599,100.945,7813094.0,186752.5276
2024-05-29,100.88,101.76,102.08,100.77,7376258.0,183908.5805
2024-05-30,101.7,101.135,102.07,100.97,7303708.0,185403.4757
2024-05-31,103.91,101.52,104.08,101.41,14735791.0,189432.4008
2024-06-03,102.77,104.17,104.22,102.48,6908604.0,187354.1318
2024-06-04,103.33,102.105,103.49,101.63,7269109.0,188375.0359
2024-06-05,101.5,103.0,103.08,101.0299,10796877.0,185038.8671
2024-06-06,101.21,101.05,101.93,100.8101,10294705.0,184510.1847
2024-06-07,101.54,100.86,102.27,100.552,6047828.0,185111.7889
2024-06-10,102.74,101.25,102.845,100.635,7633073.0,187299.4405
2024-06-11,100.87,102.64,102.88,100.74,9134218.0,183890.35
2024-06-12,100.8,101.2,101.69,100.25,9041768.0,183762.737
2024-06-13,100.09,100.61,101.07,99.605,10164570.0,182468.3765
2024-06-14,99.97,99.81,100.38,99.25,7087573.0,182249.6113
2024-06-17,101.52,100.98,101.92,100.62,10388986.0,185075.328
2024-06-18,101.5,101.12,101.76,100.61,7044674.0,185038.8671
2024-06-20,101.84,100.57,101.935,100.38,7886934.0,185658.7018
2024-06-21,102.27,101.795,102.54,101.585,14144918.0,186442.6103
2024-06-24,101.98,102.25,103.08,101.91,7393608.0,185913.9278
2024-06-25,102.2,102.66,103.677,101.77,10343709.0,186314.9973
2024-06-26,102.18,101.9,102.37,101.43,10122311.0,186278.5364
2024-06-27,102.17,102.04,102.28,101.81,8365165.0,186260.306
2024-06-28,99.29,102.02,102.58,98.38,21439416.0,181009.9421
2024-07-01,98.04,99.4,99.74,97.88,15298971.0,178731.1383
2024-07-02,97.99,97.935,97.99,96.95,13340320.0,178639.9861
2024-07-03,98.61,97.84,99.08,97.83,5029969.0,179770.2728
2024-07-05,97.99,98.305,98.305,97.584,8550759.0,178639.9861
2024-07-08,97.37,97.69,98.29,96.89,8167589.0,177509.6994
2024-07-09,97.05,97.47,97.53,96.15,9048576.0,176926.3257
2024-07-10,96.97,96.95,97.2799,96.25,7761123.0,176780.4822
2024-07-11,96.6,97.01,97.58,96.3,7432590.0,176105.9563
2024-07-12,97.13,97.095,97.83,96.98,6465736.0,177072.1691
2024-07-15,96.87,97.33,97.49,96.6,7417699.0,176598.1779
2024-07-16,98.47,97.02,98.72,96.54,10755508.0,179515.0468
2024-07-17,97.31,98.3,98.61,96.53,9456087.0,177400.3169
2024-07-18,96.79,97.36,98.06,96.675,7529378.0,176452.3345
2024-07-19,95.74,96.82,96.82,95.44,9300963.0,174538.1393
2024-07-22,94.13,95.11,95.155,93.49,13377038.0,171603.04
2024-07-23,90.94,90.7,91.69,89.83,22534730.0,165787.5328
2024-07-24,89.8,90.22,90.75,89.575,11768547.0,163709.2637
2024-07-25,89.21,90.08,90.5,89.21,10765285.0,162633.6683
2024-07-26,89.93,90.0,90.55,89.335,11301857.0,163946.2593
2024-07-29,92.14,90.39,92.55,90.19,13024847.0,167975.1844
2024-07-30,93.79,91.67,94.04,91.67,9896054.0,170983.2054
2024-07-31,93.69,93.785,94.835,93.64,10241834.0,170800.9011
2024-08-01,93.05,93.86,93.95,92.6,9263596.0,169634.1536
2024-08-02,89.57,92.16,92.2,89.0,15433552.0,163289.9638
2024-08-05,87.78,86.89,89.56,86.42,19103158.0,160026.7168
2024-08-06,89.97,88.23,91.91,87.96,21717509.0,164019.181
2024-08-07,85.96,88.0,89.2447,85.75,30581926.0,155895.9712
2024-08-08,85.96,85.15,86.33,83.91,21890474.0,155895.9712
2024-08-09,86.21,86.13,86.25,84.71,16008396.0,156349.368
2024-08-12,86.21,85.86,86.38,82.0,4667866.0,156349.3664
