,DIS US Equity,DIS US Equity,DIS US Equity,DIS US Equity,DIS US Equity,DIS US Equity
,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_VOLUME,CUR_MKT_CAP
2017-03-02,110.59,111.0,111.205,110.45,4715626.0,174870.2485
2017-03-03,111.24,110.34,111.5,110.04,5843886.0,175898.0599
2017-03-06,110.67,110.772,110.98,110.09,4983166.0,174996.7484
2017-03-07,110.86,110.7,110.93,110.16,5114421.0,175297.1855
2017-03-08,110.84,110.87,111.32,110.655,4929881.0,175265.5606
2017-03-09,111.03,110.9,111.32,110.69,4005660.0,175565.9978
2017-03-10,110.92,111.4,111.5,110.69,4027448.0,175392.0604
2017-03-13,111.52,110.92,111.68,110.82,5213562.0,176340.8094
2017-03-14,112.31,111.73,112.89,111.72,7273535.0,177589.9956
2017-03-15,111.87,112.43,112.45,111.15,5319516.0,176894.2463
2017-03-16,111.71,112.18,112.32,111.4,4409419.0,176641.2466
2017-03-17,111.76,111.87,112.09,111.175,9061194.0,176720.309
2017-03-20,112.71,112.07,113.16,112.05,8156325.0,178222.4949
2017-03-21,111.75,112.97,113.1,111.54,7109766.0,176704.4965
2017-03-22,112.08,111.85,112.18,111.35,5044710.0,177226.3085
2017-03-23,112.24,111.71,112.98,111.66,8307922.0,177479.3082
2017-03-24,112.14,112.4,112.58,111.68,4707297.0,177321.1834
2017-03-27,112.38,111.81,112.55,111.45,4469820.0,177700.6829
2017-03-28,113.05,112.6,113.24,112.02,6280929.0,178760.1193
2017-03-29,112.53,112.66,112.94,112.31,3781206.0,177937.8702
2017-03-30,113.18,112.53,113.295,112.2768,4192753.0,178965.6816
2017-03-31,113.39,113.0,113.71,112.95,4617427.0,179297.7437
2017-04-03,113.2,113.18,113.65,112.43,4643439.0,178997.3065
2017-04-04,113.04,113.15,113.55,112.83,3386142.0,178744.3068
2017-04-05,113.0,113.58,113.84,112.79,4795081.0,178681.0569
2017-04-06,113.05,112.85,113.4201,112.39,4744006.0,178760.1193
2017-04-07,112.58,112.82,113.28,112.53,4300740.0,178016.9326
2017-04-10,112.43,112.8,112.89,112.04,4053564.0,177779.7454
2017-04-11,113.07,113.68,113.83,112.5901,5230837.0,178791.7443
2017-04-12,113.04,113.03,113.276,112.76,4086275.0,178744.3068
2017-04-13,113.2,113.04,114.2501,112.99,6530791.0,178997.3065
2017-04-17,113.78,113.33,113.94,113.22,5120176.0,179914.4306
2017-04-18,114.19,113.48,114.75,113.0,6191132.0,180562.7424
2017-04-19,113.73,114.56,115.0,113.54,5303424.0,179835.3681
2017-04-20,114.79,114.17,115.05,113.87,5279267.0,181511.4913
2017-04-21,114.44,114.38,115.12,114.27,6654516.0,180958.0544
2017-04-24,113.7,115.26,115.38,113.66,7294620.0,179787.9307
2017-04-25,115.18,113.73,115.52,113.68,6918330.0,182128.1782
2017-04-26,115.58,115.4,115.96,114.86,4809837.0,182760.6775
2017-04-27,115.84,115.8,116.1,115.39,3910767.0,183171.802
2017-04-28,115.6,115.87,115.9,115.24,3987631.0,182792.3024
2017-05-01,114.73,115.59,115.61,114.72,4963309.0,181416.6164
2017-05-02,114.37,114.87,114.99,113.68,6604605.0,180847.367
2017-05-03,111.62,114.03,114.09,111.18,11521209.0,176498.9342
2017-05-04,111.17,110.58,111.3,109.06,10691197.0,175787.3725
2017-05-05,111.99,111.49,112.15,110.92,5871354.0,177083.9961
2017-05-08,111.42,112.39,112.39,111.0,5980139.0,176182.6846
2017-05-09,112.07,111.55,112.1457,110.35,9337351.0,177210.496
2017-05-10,109.66,109.0,109.66,108.13,17061077.0,171604.6342
2017-05-11,109.58,109.74,110.005,108.5,8021280.0,171479.4439
2017-05-12,109.69,109.8,109.89,109.27,5067654.0,171651.5806
2017-05-15,109.13,109.73,110.08,109.12,6241310.0,170775.2484
2017-05-16,107.98,109.12,109.23,107.82,10047055.0,168975.6375
2017-05-17,106.31,106.0,106.63,105.23,12763221.0,166362.2895
2017-05-18,106.68,105.98,107.31,105.98,6532185.0,166941.2947
2017-05-19,107.52,106.76,107.86,106.7,6336651.0,168255.7931
2017-05-22,107.63,107.65,108.2,107.41,5487199.0,168427.9298
2017-05-23,107.02,107.68,107.8,106.9142,7542646.0,167473.3536
2017-05-24,107.71,107.15,107.825,106.93,4405225.0,168553.1201
2017-05-25,107.27,108.13,108.13,106.775,8030392.0,167864.5734
2017-05-26,108.41,107.71,108.49,107.48,6236779.0,169648.5355
2017-05-30,108.34,108.49,108.6,107.9507,4813386.0,169538.9939
2017-05-31,107.94,108.4,108.65,107.64,9963649.0,168913.0423
2017-06-01,108.21,107.73,108.21,107.17,5907363.0,169335.5597
2017-06-02,107.18,108.46,108.64,106.95,10876862.0,167723.7343
2017-06-05,106.52,107.04,107.22,106.11,6372827.0,166690.9141
2017-06-06,105.5,106.17,106.19,104.61,9589493.0,165094.7375
2017-06-07,105.92,105.79,106.25,105.54,5777681.0,165751.9867
2017-06-08,104.32,105.47,105.56,104.16,11002357.0,163248.1802
2017-06-09,105.62,104.28,105.92,104.08,9392516.0,165282.523
2017-06-12,107.04,105.89,107.2,105.89,8049453.0,167504.6512
2017-06-13,106.56,107.14,107.26,106.16,4918936.0,166753.5093
2017-06-14,106.14,106.95,107.01,105.76,4781080.0,166096.263
2017-06-15,105.98,105.94,106.16,105.23,5309916.0,165845.8824
2017-06-16,105.51,106.28,106.35,104.765,8683368.0,165110.3892
2017-06-19,105.37,105.6,106.0,105.185,5956249.0,164891.3061
2017-06-20,103.94,105.07,105.3,103.81,7895674.0,162653.5291
2017-06-21,104.8,104.39,105.08,103.54,7765661.0,163999.3251
2017-06-22,104.22,104.71,104.77,104.09,6155991.0,163091.6952
2017-06-23,104.36,103.83,104.58,103.17,18147866.0,163310.7783
2017-06-26,105.57,104.6,105.85,104.56,5866969.0,165204.2819
2017-06-27,105.41,105.33,106.145,105.14,5694473.0,164953.9013
2017-06-28,106.86,106.02,107.54,104.52,7874406.0,167222.9759
2017-06-29,105.71,106.8,107.41,105.33,7268675.0,165423.365
2017-06-30,106.25,106.25,106.56,105.5,5113841.0,166268.3997
2017-07-03,107.46,106.76,108.62,106.76,5399537.0,168161.9034
2017-07-05,105.63,107.83,107.85,105.29,8049724.0,165298.1747
2017-07-06,103.35,104.61,104.69,102.94,8690802.0,161730.2504
2017-07-07,103.32,103.51,103.73,102.72,6030928.0,161683.3041
2017-07-10,103.59,103.3,103.91,102.87,4421270.0,162105.8214
2017-07-11,103.84,103.6,104.19,103.188,4557336.0,162497.0412
2017-07-12,104.38,104.34,104.65,103.645,5203285.0,163342.0759
2017-07-13,104.29,104.45,105.34,104.04,5339465.0,163201.2368
2017-07-14,105.09,104.43,105.25,104.41,4370311.0,164453.14
2017-07-17,104.79,105.17,105.42,104.71,3973789.0,163983.6763
2017-07-18,105.75,104.6,105.8,104.31,5740471.0,165485.9602
2017-07-19,106.82,106.13,106.87,106.05,5789363.0,167160.3808
2017-07-20,107.36,106.99,107.71,106.7499,6185510.0,168005.4155
2017-07-21,107.09,107.1,107.33,106.805,4328517.0,167582.8981
2017-07-24,107.0,107.31,107.535,106.9,4615539.0,167442.059
2017-07-25,106.42,107.6,107.74,106.2,5394699.0,166534.4291
2017-07-26,106.94,106.55,107.03,106.31,4149006.0,167348.1662
2017-07-27,110.0,107.69,110.0,107.44,10468680.0,172136.6962
2017-07-28,109.96,109.98,110.19,109.665,4864456.0,172074.101
2017-07-31,109.93,110.02,110.14,109.34,6815349.0,172027.1546
2017-08-01,110.61,109.98,110.83,109.95,5987217.0,173091.2724
2017-08-02,108.67,109.88,109.88,107.52,8812748.0,170055.407
2017-08-03,109.12,108.52,109.17,108.045,6895774.0,170759.6026
2017-08-04,107.69,108.23,108.5,107.32,8503837.0,168521.8255
2017-08-07,106.35,107.59,107.65,106.11,8093098.0,166424.8876
2017-08-08,106.98,106.55,107.14,106.175,9787086.0,167410.7614
2017-08-09,102.83,100.71,103.0,100.5,27877607.0,158716.1472
2017-08-10,101.35,102.5,102.82,101.22,12259908.0,156431.7954
2017-08-11,101.99,101.25,102.51,101.03,9410408.0,157419.6232
2017-08-14,101.4,102.8,102.81,101.26,9707297.0,156508.9694
2017-08-15,101.51,101.63,102.1,101.36,8868514.0,156678.7524
2017-08-16,102.2,101.84,102.65,101.72,6698783.0,157743.7542
2017-08-17,101.38,102.24,102.585,101.34,6612443.0,156478.0998
2017-08-18,100.7,101.32,101.7425,100.66,6893916.0,155428.5328
2017-08-21,101.17,100.64,101.42,100.53,6492673.0,156153.9688
2017-08-22,102.77,101.41,102.91,101.17,6888650.0,158623.5384
2017-08-23,101.5,102.48,102.98,101.48,5954375.0,156663.3175
2017-08-24,101.52,101.82,102.03,101.43,6976592.0,156694.1872
2017-08-25,102.41,101.69,102.685,101.56,6186933.0,158067.8852
2017-08-28,102.56,102.49,102.85,102.08,5630425.0,158299.4074
2017-08-29,102.57,102.0,102.99,101.82,6011650.0,158314.8422
2017-08-30,102.87,102.48,103.45,102.48,6573211.0,158777.8865
2017-08-31,101.2,103.0,103.19,101.0,9823832.0,156200.2733
2017-09-01,101.5,101.65,101.92,101.36,7827433.0,156663.3175
2017-09-05,101.6,102.0,102.55,100.9,9592925.0,156817.6656
2017-09-06,101.5,101.76,102.035,100.89,7530956.0,156663.3175
2017-09-07,97.06,101.55,101.86,96.2,26419407.0,149810.2621
2017-09-08,97.07,96.49,97.49,96.26,13147662.0,149825.6969
2017-09-11,97.09,97.9,98.02,96.96,9610290.0,149856.5665
2017-09-12,97.89,97.59,98.36,97.125,9151729.0,151091.3513
2017-09-13,98.82,98.24,98.9491,98.02,7615303.0,152526.7886
2017-09-14,97.9,98.79,98.84,97.5375,9710030.0,151106.7861
2017-09-15,98.52,98.05,98.9299,98.0,23870293.0,152063.7443
2017-09-18,98.1,98.39,98.72,97.72,7013634.0,151415.4823
2017-09-19,98.43,98.23,98.67,98.08,6970280.0,151924.831
2017-09-20,99.21,98.76,99.28,98.62,6459058.0,153128.7461
2017-09-21,98.89,99.19,99.39,98.75,4958036.0,152634.8322
2017-09-22,98.6,98.55,98.99,98.53,6359080.0,152187.2228
2017-09-25,99.57,98.6,99.645,98.42,7492545.0,153684.3993
2017-09-26,98.63,99.64,99.74,98.61,6220508.0,152233.5272
2017-09-27,99.24,98.97,99.525,98.02,7596559.0,153175.0506
2017-09-28,98.05,98.77,99.05,98.0,7149615.0,151338.3082
2017-09-29,98.57,97.89,98.59,97.66,8185858.0,152140.9183
2017-10-02,99.86,99.31,100.44,99.11,6923319.0,154132.0088
2017-10-03,100.79,100.05,100.85,99.91,5447727.0,155567.4461
2017-10-04,100.55,100.74,100.93,100.2,5126136.0,155197.0106
2017-10-05,100.11,100.64,100.87,100.02,4736650.0,154517.879
2017-10-06,100.07,99.95,100.27,99.34,4360212.0,154456.1398
2017-10-09,99.57,100.81,100.98,99.45,5429606.0,153684.3993
2017-10-10,99.58,99.99,100.07,98.6639,7704374.0,153699.8341
2017-10-11,98.55,99.58,99.58,98.045,7984043.0,152110.0487
2017-10-12,96.93,97.56,97.8158,96.81,11018249.0,149609.6095
2017-10-13,97.38,96.8,97.68,96.8,6857969.0,150304.176
2017-10-16,98.13,97.64,98.27,97.54,4911623.0,151461.7867
2017-10-17,98.36,98.4,98.47,97.86,5942501.0,151816.7873
2017-10-18,98.25,98.36,98.49,97.55,5404326.0,151647.0044
2017-10-19,99.01,98.19,99.3,98.1148,5634272.0,152820.0499
2017-10-20,99.4,99.45,99.66,98.94,5938716.0,153422.0075
2017-10-23,98.7,99.12,99.18,98.63,5888226.0,152341.5709
2017-10-24,98.29,98.52,98.86,98.06,4966173.0,151708.7437
2017-10-25,97.8,98.05,98.22,97.45,5144415.0,150952.438
2017-10-26,98.56,97.58,99.48,97.25,6167514.0,152125.4835
2017-10-27,98.31,97.9,98.36,96.89,7868685.0,151739.6133
2017-10-30,98.04,98.12,98.33,97.7025,7093151.0,151322.8734
2017-10-31,97.81,97.94,98.086,97.3842,5701674.0,150967.8728
2017-11-01,99.03,98.13,99.46,98.0,6920435.0,152850.9196
2017-11-02,98.35,98.87,99.12,98.015,6799214.0,151801.3525
2017-11-03,98.64,98.36,99.3799,97.9,5417514.0,152248.962
2017-11-06,100.64,98.37,101.13,98.35,14728723.0,155335.9239
2017-11-07,101.61,101.29,102.9,100.74,12177479.0,156833.1004
2017-11-08,101.18,101.88,102.0,100.42,8023234.0,156169.4036
2017-11-09,102.68,100.83,103.91,100.8,13172478.0,158484.6251
2017-11-10,104.78,104.99,106.24,104.08,16701518.0,161725.9351
2017-11-13,104.74,104.14,105.14,103.98,7856012.0,161664.1959
2017-11-14,103.17,104.57,104.57,103.0,6929251.0,159240.9307
2017-11-15,103.69,102.75,103.96,102.4488,5691471.0,160043.5408
2017-11-16,103.6,103.63,103.98,102.76,6410860.0,159904.6276
2017-11-17,103.44,103.22,103.99,102.971,7500844.0,159657.6706
2017-11-20,102.75,103.42,103.42,102.7,5112563.0,158592.6687
2017-11-21,103.0,102.97,103.17,102.79,5725938.0,158978.539
2017-11-22,102.74,103.22,103.32,102.69,4140660.0,155169.4748
2017-11-24,102.64,102.91,102.92,102.45,2217591.0,155018.4436
2017-11-27,102.79,102.63,102.97,102.38,4007511.0,155244.9904
2017-11-28,103.41,102.56,103.875,102.17,8401145.0,156181.384
2017-11-29,105.24,103.5,106.26,103.43,14503076.0,158945.2553
2017-11-30,104.82,105.36,105.71,104.465,9948999.0,158310.9242
2017-12-01,105.25,104.58,105.85,103.87,9258403.0,158960.3584
2017-12-04,110.22,106.5,112.67,106.5,17823953.0,166466.61
2017-12-05,107.22,109.53,110.04,106.52,13055578.0,161935.6734
2017-12-06,105.46,107.17,107.99,105.36,8121673.0,159277.524
2017-12-07,105.26,105.74,106.0,104.49,9948639.0,158975.4615
2017-12-08,104.23,104.91,104.98,104.0775,6536601.0,157419.84
2017-12-11,106.83,104.87,106.84,104.77,7433971.0,161346.6517
2017-12-12,107.43,107.6,107.83,106.585,8147001.0,162252.839
2017-12-13,107.61,108.15,108.19,106.75,10368257.0,162524.6952
2017-12-14,110.57,107.29,111.54,107.2,27571330.0,166995.2193
2017-12-15,111.27,111.98,112.0,110.6,19978625.0,168052.4378
2017-12-18,111.03,111.84,111.99,110.305,12270002.0,167689.9629
2017-12-19,111.81,111.33,112.39,110.77,10546560.0,168868.0064
2017-12-20,109.69,111.62,112.3,109.69,8661137.0,165666.1446
2017-12-21,109.57,109.72,111.09,109.1892,9372829.0,165484.9071
2017-12-22,108.67,109.49,109.685,108.45,7378369.0,164125.6261
2017-12-26,108.12,108.49,109.37,107.89,3982398.0,163294.9544
2017-12-27,107.64,108.42,108.55,107.455,5624037.0,162570.0046
2017-12-28,107.77,108.0,108.05,107.06,3477741.0,162766.3451
2017-12-29,107.51,108.05,108.34,107.51,4538403.0,162373.664
2018-01-02,111.8,108.95,111.81,108.56,11014303.0,168852.9033
2018-01-03,112.28,112.19,113.19,111.45,9237926.0,169577.8531
2018-01-04,112.23,112.95,113.0,111.63,7417409.0,169502.3375
2018-01-05,111.62,112.68,112.68,111.24,6008285.0,168581.0471
2018-01-08,110.02,110.89,111.28,109.54,8052594.0,166164.5476
2018-01-09,109.94,110.13,110.86,109.86,5838021.0,166043.7226
2018-01-10,109.47,109.96,110.5,109.01,6059991.0,165333.8759
2018-01-11,110.99,110.25,111.08,109.51,6426959.0,167629.5504
2018-01-12,112.47,111.32,112.72,111.0,5899861.0,169432.1184
2018-01-16,110.69,113.07,113.16,110.62,8069201.0,166750.6107
2018-01-17,111.97,111.2,112.21,110.565,7030711.0,168678.8859
2018-01-18,110.42,111.74,111.99,110.2,8070928.0,166343.8652
2018-01-19,110.59,110.97,111.09,109.84,10514262.0,166599.9642
2018-01-22,111.1,110.27,111.555,110.06,8073624.0,167368.2614
2018-01-23,110.41,110.27,111.14,109.89,7477282.0,166328.8005
2018-01-24,110.5,110.96,111.43,110.29,7211784.0,166464.3824
2018-01-25,110.55,110.6,111.82,110.12,6291011.0,166539.7056
2018-01-26,112.19,110.81,112.5324,110.67,7743825.0,169010.3082
2018-01-29,111.54,112.1,112.45,111.24,6847766.0,168031.106
2018-01-30,110.11,111.42,112.42,110.1,8393878.0,165876.861
2018-01-31,108.67,110.08,110.12,108.47,9841413.0,163707.5514
2018-02-01,110.49,108.62,110.65,107.36,9518857.0,166449.3177
2018-02-02,108.7,109.95,110.58,108.45,9947657.0,163752.7454
2018-02-05,104.7,107.1,108.63,104.01,15107942.0,157726.8854
2018-02-06,106.17,102.88,106.2,101.76,17765068.0,159645.2256
2018-02-07,104.76,107.83,108.03,104.41,12444982.0,157525.0432
2018-02-08,101.35,105.47,105.8249,101.19,12667500.0,152397.5098
2018-02-09,103.09,102.55,103.75,100.26,12479727.0,155013.9051
2018-02-12,103.39,103.93,104.64,102.1,9584727.0,155465.0078
2018-02-13,104.12,102.64,104.31,102.4,8447868.0,156562.6909
2018-02-14,104.6,103.49,104.76,102.6901,7425685.0,157284.4551
2018-02-15,105.18,105.36,105.57,103.93,6494683.0,158156.5869
2018-02-16,106.53,105.19,107.345,105.19,8746390.0,160186.5488
2018-02-20,105.98,106.37,107.565,105.52,6734505.0,159359.5273
2018-02-21,105.05,106.0,106.91,105.02,6743262.0,157961.1091
2018-02-22,105.24,105.31,106.01,104.93,4462165.0,158246.8074
2018-02-23,107.25,105.75,107.36,105.43,6101126.0,161269.1951
2018-02-26,109.81,108.0,109.81,107.67,8138181.0,165118.6043
2018-02-27,104.87,108.0,108.16,104.85,14179597.0,157690.4475
2018-02-28,103.16,105.45,105.572,103.14,10760757.0,155119.1624
2018-03-01,102.57,103.2,104.03,101.33,10487306.0,154231.9939
2018-03-02,102.99,102.0,103.17,101.44,7835408.0,154863.5376
2018-03-05,103.41,102.71,103.97,102.42,5736713.0,155495.0813
2018-03-06,104.94,104.0,104.95,103.51,6216200.0,157795.7048
2018-03-07,103.59,103.72,104.24,102.77,6214836.0,155765.7429
2018-03-08,104.03,103.99,104.585,103.47,6626981.0,156427.3601
2018-03-09,104.73,104.43,104.75,103.6425,5618412.0,157479.9329
2018-03-12,105.17,104.715,105.94,104.715,6485284.0,158141.5501
2018-03-13,103.73,105.83,105.83,103.42,6716697.0,155976.2574
2018-03-14,103.9,104.53,104.65,103.47,6235877.0,156231.8823
2018-03-15,103.24,104.0,104.285,103.24,5174578.0,155239.4565
2018-03-16,102.87,103.56,104.27,102.84,10467983.0,154683.0965
2018-03-19,101.48,102.8,102.95,101.0,6528320.0,152592.9876
2018-03-20,101.35,101.54,102.15,100.75,8330335.0,152397.5098
2018-03-21,101.82,101.5,102.94,101.42,6136431.0,153104.2373
2018-03-22,100.6,101.29,101.64,100.41,8911556.0,151269.7532
2018-03-23,98.54,100.85,101.11,98.45,7505075.0,148172.1817
2018-03-26,100.65,99.86,100.78,99.0782,7340071.0,151344.937
2018-03-27,99.36,100.88,101.18,98.89,7193524.0,149405.1956
2018-03-28,98.54,99.5,100.08,98.15,9099663.0,148172.1817
2018-03-29,100.44,99.01,101.28,98.86,9343626.0,151029.1651
2018-04-02,98.66,100.18,100.99,97.78,8203693.0,148352.6228
2018-04-03,99.42,98.8,99.49,97.7,8484678.0,149495.4161
2018-04-04,100.95,98.43,101.15,97.76,8759236.0,151796.0396
2018-04-05,102.11,101.36,102.38,100.98,6612756.0,153540.3032
2018-04-06,100.35,101.63,102.19,99.45,7162386.0,150893.8343
2018-04-09,99.7,100.7,101.51,99.58,7094275.0,149916.4453
2018-04-10,101.37,100.92,101.525,100.32,8324350.0,152427.5833
2018-04-11,100.8,100.78,101.65,100.41,6304996.0,151570.4883
2018-04-12,100.39,101.42,101.51,99.68,7337808.0,150953.9813
2018-04-13,100.35,101.0,101.52,100.16,6324606.0,150893.8343
2018-04-16,100.24,100.69,101.0,99.73,10328002.0,150728.43
2018-04-17,102.17,101.2,102.59,100.75,9577384.0,153630.5237
2018-04-18,101.21,102.67,102.71,101.2,5822056.0,152186.9952
2018-04-19,100.89,101.0,101.5799,100.22,6803405.0,151705.8191
2018-04-20,100.24,101.18,101.4,99.905,6396903.0,150728.43
2018-04-23,100.15,100.55,100.72,99.53,5889804.0,150593.0992
2018-04-24,99.46,100.58,100.85,98.86,6567697.0,149555.5631
2018-04-25,101.15,99.5,101.49,99.05,8977748.0,152096.7747
2018-04-26,99.84,101.23,101.38,99.74,8038439.0,150126.9598
2018-04-27,99.23,99.78,99.99,98.94,8037978.0,149209.7178
2018-04-30,100.33,100.41,101.3736,100.12,8558854.0,150863.7608
2018-05-01,100.06,100.18,100.7,98.93,6716152.0,150457.7684
2018-05-02,99.62,100.17,100.7213,99.25,9286374.0,149796.1512
2018-05-03,98.76,99.11,99.25,97.68,10450776.0,148502.9903
2018-05-04,101.15,98.71,101.35,98.58,9980116.0,152096.7747
2018-05-07,102.48,102.35,102.68,101.72,10181123.0,154096.6631
2018-05-08,101.79,101.2,102.64,100.84,14229528.0,151720.3687
2018-05-09,99.97,102.25,102.27,99.3,18345683.0,149007.6163
2018-05-10,101.68,100.43,102.0683,100.3,8927290.0,151556.4112
2018-05-11,102.07,101.89,102.21,101.26,7035978.0,152137.7153
2018-05-14,102.44,102.44,103.49,101.98,9891859.0,152689.2089
2018-05-15,102.92,102.44,103.315,102.101,5762417.0,153404.6601
2018-05-16,105.04,103.25,105.04,103.15,8111594.0,156564.5695
2018-05-17,104.34,105.23,105.48,104.091,7320587.0,155521.2032
2018-05-18,103.93,104.34,104.79,103.56,5427333.0,154910.0886
2018-05-21,104.06,104.22,104.6799,103.61,5848704.0,155103.8567
2018-05-22,104.07,104.4,105.49,103.99,6971590.0,155118.7619
2018-05-23,102.89,103.2,103.34,102.07,8046577.0,153359.9444
2018-05-24,102.11,102.81,102.86,101.21,7474093.0,152197.3362
2018-05-25,102.2,102.25,103.0,101.97,6982728.0,152331.4833
2018-05-29,99.69,100.55,101.65,99.38,11270381.0,148590.2698
2018-05-30,99.98,100.5,100.55,99.42,7216355.0,148645.3191
2018-05-31,99.47,99.76,100.1368,98.809,9620045.0,147887.0763
2018-06-01,99.36,99.69,100.05,99.2,6847726.0,147723.5338
2018-06-04,100.24,99.76,100.5,99.7,6597970.0,149031.8742
2018-06-05,99.94,100.36,100.51,99.78,5974427.0,148585.8491
2018-06-06,101.91,100.06,101.94,99.76,7832969.0,151514.7476
2018-06-07,102.47,101.91,102.96,101.81,7559222.0,152347.3279
2018-06-08,103.98,102.09,103.99,101.8282,7090310.0,154592.3213
2018-06-11,104.35,103.93,104.79,103.75,8174996.0,155142.419
2018-06-12,104.33,104.73,105.22,103.9639,9215266.0,155112.6839
2018-06-13,106.31,103.2,107.88,102.67,22009406.0,158056.45
2018-06-14,108.75,106.45,109.49,106.45,18068650.0,161684.1213
2018-06-15,108.85,108.17,109.42,107.85,16169231.0,161832.7964
2018-06-18,107.06,107.0,107.475,106.5,9288554.0,159171.5129
2018-06-19,106.1,105.87,106.99,105.76,8869452.0,157744.2324
2018-06-20,107.15,107.0,107.9,105.8101,18625882.0,159305.3205
2018-06-21,105.89,107.01,107.25,105.791,7707762.0,157432.0148
2018-06-22,106.34,106.07,106.8,105.81,9285729.0,158101.0525
2018-06-25,104.45,106.0,106.08,103.74,7995781.0,155291.094
2018-06-26,104.26,104.46,104.71,103.91,6549998.0,155008.6114
2018-06-27,103.96,104.5,105.88,103.4801,8803302.0,154562.5862
2018-06-28,104.77,103.91,105.1198,103.6753,6304015.0,155766.8542
2018-06-29,104.81,104.93,105.68,104.65,6774510.0,155826.3242
2018-07-02,105.33,104.15,105.37,103.9,5489341.0,156599.4345
2018-07-03,104.04,105.88,105.95,103.5,2406267.0,154681.5263
2018-07-05,105.34,104.7,105.602,104.43,6202815.0,156614.302
2018-07-06,104.78,104.5,105.04,104.04,4134897.0,155781.7217
2018-07-09,106.02,105.01,106.07,104.75,4725229.0,157625.2924
2018-07-10,106.03,106.25,106.57,104.83,4213638.0,157640.1599
2018-07-11,108.04,105.32,109.34,105.32,11753824.0,160628.5284
2018-07-12,108.25,108.05,109.2,107.82,5931413.0,160940.7461
2018-07-13,110.0,108.0,110.24,107.66,8188898.0,163542.5595
2018-07-16,110.2,109.82,110.45,108.77,8245935.0,163839.9096
2018-07-17,110.3,110.26,112.62,110.085,9075939.0,163988.5847
2018-07-18,110.69,110.31,111.06,109.65,6414101.0,164568.4174
2018-07-19,112.13,111.54,114.68,111.3,17796796.0,166709.3382
2018-07-20,111.48,112.15,112.2,110.83,11805204.0,165742.9503
2018-07-23,111.09,111.05,111.21,110.335,5447781.0,165163.1176
2018-07-24,110.7,111.84,111.89,110.54,5649108.0,164583.2849
2018-07-25,111.18,110.64,111.42,109.63,6750450.0,165296.9251
2018-07-26,113.51,112.15,114.5617,111.68,9466376.0,168761.0539
2018-07-27,112.62,114.0,114.05,111.92,5717232.0,167437.8459
2018-07-30,112.63,112.2,113.335,112.05,5199310.0,167452.7134
2018-07-31,113.56,112.55,114.05,112.36,8421188.0,168835.3914
2018-08-01,112.97,113.68,113.83,112.59,6466570.0,167958.2086
2018-08-02,112.75,112.5,113.32,111.68,4027577.0,167631.1235
2018-08-03,114.09,113.2,114.095,112.4,4747467.0,169623.3692
2018-08-06,115.94,114.66,116.84,114.16,12715611.0,172373.8577
2018-08-07,116.56,116.57,117.9,116.24,15466928.0,173352.997
2018-08-08,113.98,115.9,116.41,113.9,11727147.0,169515.9111
2018-08-09,114.16,114.05,114.795,112.81,7042038.0,169783.6148
2018-08-10,112.68,113.58,113.8,112.4,5740222.0,167582.4957
2018-08-13,112.12,112.66,112.84,111.72,6082324.0,166749.6399
2018-08-14,112.75,112.38,113.185,111.945,4326595.0,167686.6027
2018-08-15,112.85,112.18,113.12,111.47,5183545.0,167835.327
2018-08-16,112.48,113.3,113.33,112.395,5082522.0,167285.0472
2018-08-17,112.48,112.51,112.86,111.89,4764732.0,167285.0472
2018-08-20,111.99,112.93,113.0,111.91,5167649.0,166556.2983
2018-08-21,112.39,112.25,113.0,112.0,4770448.0,167151.1954
2018-08-22,111.94,112.44,112.745,111.94,3212988.0,166481.9362
2018-08-23,112.0,111.94,112.14,111.5331,4257386.0,166571.1708
2018-08-24,111.93,111.63,112.7,111.44,5049352.0,166467.0638
2018-08-27,112.33,112.49,112.89,112.07,4768104.0,167061.9608
2018-08-28,112.58,112.57,112.7896,112.2,3131842.0,167433.7715
2018-08-29,112.45,112.58,112.72,112.02,4001492.0,167240.4299
2018-08-30,111.92,112.07,112.415,111.59,3481754.0,166452.1913
2018-08-31,112.02,111.9,112.28,111.56,4642826.0,166600.9156
2018-09-04,110.85,111.8,112.0,110.65,6391228.0,164860.8418
2018-09-05,109.87,110.58,110.82,109.7,6388627.0,163403.344
2018-09-06,110.26,110.0,110.41,109.36,5267192.0,163983.3686
2018-09-07,110.97,110.08,111.35,110.01,4755131.0,165039.3109
2018-09-10,110.68,111.44,111.9075,110.37,4636558.0,164608.0105
2018-09-11,109.6,110.5,110.605,109.51,5488942.0,163001.7885
2018-09-12,109.46,109.25,110.2539,109.18,5236734.0,162793.5746
2018-09-13,110.67,109.55,110.72,109.37,5119351.0,164593.1381
2018-09-14,109.26,110.92,111.25,108.88,6012443.0,162496.126
2018-09-17,109.36,109.58,109.8783,108.6115,5592864.0,162644.8503
2018-09-18,109.53,108.89,109.75,108.23,4937821.0,162897.6815
2018-09-19,109.79,109.63,110.1825,109.48,5964771.0,163284.3646
2018-09-20,111.62,110.58,111.9492,109.94,7121781.0,166006.0186
2018-09-21,110.4,111.95,111.98,110.4,25753718.0,164191.5826
2018-09-24,112.77,112.27,113.14,111.7,9232253.0,167716.3476
2018-09-25,113.63,113.31,114.71,112.65,12169388.0,168995.3762
