,UAL US Equity,UAL US Equity,UAL US Equity,UAL US Equity,UAL US Equity,UAL US Equity
,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_VOLUME,CUR_MKT_CAP
2020-08-24,36.32,33.67,36.3869,33.2,50533589.0,10549.0285
2020-08-25,35.22,36.44,36.9399,34.48,39748269.0,10229.537
2020-08-26,34.25,35.26,35.51,34.11,23414509.0,9947.8036
2020-08-27,36.22,35.5,37.99,35.18,51046519.0,10519.9838
2020-08-28,37.34,37.1396,37.44,35.89,35228929.0,10865.3378
2020-08-31,36.0,37.25,37.44,35.73,27114238.0,10475.4194
2020-09-01,36.01,35.25,37.24,34.95,29757267.0,10478.3293
2020-09-02,36.89,36.1,37.1,35.21,26622811.0,10734.3951
2020-09-03,37.4,37.13,39.77,36.14,53966447.0,10882.7969
2020-09-04,38.21,38.15,38.7415,36.46,33121590.0,11118.4938
2020-09-08,37.28,37.3,38.48,36.48,33207116.0,10847.8788
2020-09-09,36.03,36.9,37.0803,35.59,25407620.0,10484.1489
2020-09-10,36.45,36.35,37.33,36.18,24905319.0,10606.3622
2020-09-11,36.07,36.63,36.8,35.48,19198709.0,10495.7883
2020-09-14,36.74,36.3,36.88,35.84,18939876.0,10690.7475
2020-09-15,36.8,36.84,37.88,36.38,21378239.0,10708.2065
2020-09-16,38.3,36.9,38.9,36.3601,33301841.0,11144.6823
2020-09-17,38.355,37.69,39.28,37.14,31339682.0,11160.6864
2020-09-18,36.97,38.16,38.34,36.68,32772794.0,10757.6738
2020-09-21,33.79,35.4,35.47,33.18,29900929.0,9832.3451
2020-09-22,34.07,34.15,34.65,33.56,16700552.0,9913.8206
2020-09-23,33.08,34.28,35.05,33.05,21576925.0,9625.7465
2020-09-24,32.74,32.785,33.4,31.22,24638809.0,9526.812
2020-09-25,34.2,32.56,34.27,32.49,21461109.0,9951.6485
2020-09-28,35.94,35.32,36.9,34.6622,34828066.0,10457.9604
2020-09-29,34.51,35.55,35.61,34.24,25029773.0,10041.8535
2020-09-30,34.75,34.95,36.22,34.54,29441351.0,10111.6896
2020-10-01,35.18,35.23,35.49,34.5665,18972215.0,10236.8127
2020-10-02,36.01,33.36,36.77,33.27,35080985.0,10478.3293
2020-10-05,36.2,36.43,36.5798,35.4201,18046415.0,10533.6162
2020-10-06,34.88,36.73,37.09,34.84,28719027.0,10149.5175
2020-10-07,36.38,36.51,37.22,35.88,27677310.0,10585.9933
2020-10-08,37.0,37.16,37.69,35.85,28333465.0,10766.4033
2020-10-09,37.12,37.0535,37.8,36.27,25311770.0,10801.3214
2020-10-12,36.38,36.7,36.99,36.26,20202572.0,10585.9933
2020-10-13,35.26,35.67,35.95,35.215,17302985.0,10260.0914
2020-10-14,35.61,35.26,36.33,35.17,15064442.0,10361.9357
2020-10-15,34.25,35.18,35.38,33.639,23651963.0,9966.1977
2020-10-16,34.16,34.305,34.58,33.815,16210035.0,9940.0091
2020-10-19,35.5,34.45,36.55,34.44,33094432.0,10329.9275
2020-10-20,36.06,36.16,36.59,35.2,22578065.0,10492.8785
2020-10-21,35.54,35.91,36.14,35.21,16092670.0,10341.5668
2020-10-22,37.24,35.9,37.45,35.65,24747751.0,10836.2394
2020-10-23,38.01,37.1,38.1,36.52,20690272.0,11060.297
2020-10-26,35.34,37.37,37.4,34.67,25924487.0,10283.3701
2020-10-27,34.17,35.11,35.65,34.15,17594206.0,9942.9189
2020-10-28,32.6,33.11,33.66,32.16,21822932.0,9486.0743
2020-10-29,33.57,32.63,33.75,32.43,17257404.0,9768.3286
2020-10-30,33.86,33.15,34.02,32.83,18795301.0,9852.9543
2020-11-02,33.78,34.08,34.1,32.95,13901027.0,9829.6751
2020-11-03,34.02,34.32,34.68,33.76,16309029.0,9899.5129
2020-11-04,33.34,34.0,34.25,32.96,14812281.0,9701.639
2020-11-05,35.35,33.6993,35.46,33.57,16192113.0,10286.5309
2020-11-06,34.68,34.9,35.15,34.2,13194121.0,10091.5669
2020-11-09,41.32,41.9,44.06,39.13,60942626.0,12023.747
2020-11-10,40.05,40.45,41.63,39.48,26596642.0,11654.1885
2020-11-11,38.51,40.07,40.159,38.1901,20044085.0,11206.0624
2020-11-12,36.85,37.45,38.71,36.56,23543724.0,10723.0174
2020-11-13,38.99,37.24,39.1,37.08,20034685.0,11345.738
2020-11-16,41.0,42.18,42.78,40.0501,28722695.0,11930.6299
2020-11-17,40.6,40.0,41.1,39.575,19661440.0,11814.2335
2020-11-18,41.05,41.49,42.89,41.05,22481992.0,11945.1794
2020-11-19,40.94,41.0,41.44,40.19,18556311.0,11913.1704
2020-11-20,39.9,40.71,40.97,39.67,15604677.0,11610.5398
2020-11-23,40.93,40.175,41.18,40.048,21729997.0,11978.67
2020-11-24,44.96,42.708,45.0,42.45,29934567.0,13278.4767
2020-11-25,45.64,44.49,45.91,43.65,24250768.0,13479.3077
2020-11-27,45.3,46.2,46.76,45.14,14103891.0,13378.8922
2020-11-30,45.05,46.465,46.5,44.2,23401474.0,13305.0573
2020-12-01,45.32,45.83,46.5698,45.23,18860212.0,13384.799
2020-12-02,46.73,45.1,46.73,44.52,17745667.0,13801.2281
2020-12-03,49.91,47.67,50.97,47.66,32545226.0,14740.4086
2020-12-04,49.24,50.49,51.31,48.77,26300629.0,14542.531
2020-12-07,49.2,49.28,50.3544,48.71,22364645.0,14530.7174
2020-12-08,49.04,49.02,50.4,48.7201,17797906.0,14483.463
2020-12-09,48.02,49.84,50.0899,46.73,23325078.0,14182.2164
2020-12-10,49.64,46.74,49.71,46.6,19020500.0,14660.6669
2020-12-11,48.36,49.15,49.89,47.64,14770643.0,14282.632
2020-12-14,46.72,49.604,49.65,46.7,15744995.0,13798.2747
2020-12-15,47.46,47.195,47.56,45.8,16836295.0,14016.8261
2020-12-16,46.0,46.5,46.91,45.55,17369545.0,13585.6301
2020-12-17,45.88,46.3,46.4,45.46,13785021.0,13550.1893
2020-12-18,44.74,45.75,45.95,44.56,16333232.0,13213.5019
2020-12-21,44.055,43.35,44.42,42.63,21879086.0,13011.1942
2020-12-22,42.97,44.65,44.79,42.43,16602731.0,12690.7505
2020-12-23,44.11,43.1,44.69,43.08,15284729.0,13027.4379
2020-12-24,43.26,44.4,44.4165,43.01,7230607.0,12776.3991
2020-12-28,43.92,44.035,44.625,43.75,13693204.0,12971.3233
2020-12-29,43.74,44.45,44.6489,43.55,9927674.0,12918.1622
2020-12-30,44.65,43.635,44.76,43.46,9473270.0,13186.9214
2020-12-31,43.25,44.41,44.5617,43.11,12683975.0,12773.4457
2021-01-04,41.63,43.68,43.7,41.43,14710220.0,12294.9952
2021-01-05,43.4,41.58,43.6,41.5,12294450.0,12817.7466
2021-01-06,43.54,43.6,44.28,42.86,12318860.0,12859.0942
2021-01-07,43.62,43.8035,44.8399,43.61,9592931.0,12882.7214
2021-01-08,43.29,43.58,44.0,43.02,9215340.0,12785.2592
2021-01-11,42.7,42.67,43.2599,42.25,8988803.0,12611.0088
2021-01-12,44.08,42.8098,44.17,42.46,9053062.0,13018.5777
2021-01-13,44.43,44.17,44.64,43.44,11390177.0,13121.9466
2021-01-14,46.29,45.32,46.8,45.32,16310456.0,13671.2786
2021-01-15,43.89,45.85,45.98,43.88,13211536.0,12962.4631
2021-01-19,44.75,44.6,44.9,43.77,9706312.0,13216.4553
2021-01-20,45.18,45.04,45.65,44.41,11661304.0,13343.4514
2021-01-21,42.59,43.8035,43.98,41.715,32185626.0,12578.5214
2021-01-22,42.14,41.95,42.29,41.61,13544971.0,13141.1581
2021-01-25,40.38,41.54,41.73,39.9,20281919.0,12592.3105
2021-01-26,41.25,40.8,41.39,40.56,13388598.0,12863.6158
2021-01-27,40.91,40.74,41.65,40.312,15279986.0,12757.5884
2021-01-28,42.55,42.8265,44.2,41.62,22174963.0,13269.0146
2021-01-29,39.99,42.1107,42.5,39.77,24192571.0,12470.6908
2021-02-01,39.935,40.345,40.41,39.175,13143423.0,12453.5393
2021-02-02,40.83,40.63,40.905,39.94,13118649.0,12732.6408
2021-02-03,42.04,41.02,42.2,40.52,15174840.0,13109.9736
2021-02-04,42.41,42.15,42.61,41.8399,13633792.0,13225.3563
2021-02-05,42.14,42.88,42.94,41.94,10764265.0,13141.1581
2021-02-08,44.35,42.5,44.64,42.22,19794297.0,13830.336
2021-02-09,43.32,44.06,44.0915,42.82,11967158.0,13509.1355
2021-02-10,43.78,43.86,44.2199,43.36,9772515.0,13652.5843
2021-02-11,43.44,43.64,43.84,42.99,8478124.0,13546.5569
2021-02-12,43.935,43.11,44.471,42.9,8987489.0,13700.9203
2021-02-16,45.71,45.0665,45.81,44.56,13954879.0,14254.4456
2021-02-17,46.08,45.41,46.48,44.72,12840055.0,14369.8283
2021-02-18,44.96,45.1969,45.44,44.3,10250399.0,14020.5616
2021-02-19,48.03,45.5228,48.36,45.44,21112041.0,14977.9265
2021-02-22,49.7,49.26,51.82,48.35,27547898.0,15498.708
2021-02-23,50.61,50.2,51.1823,46.96,20124969.0,15782.4872
2021-02-24,54.96,51.11,55.87,50.87,27482084.0,17139.014
2021-02-25,51.78,54.85,55.0,50.42,25949974.0,16147.3461
2021-02-26,52.68,51.51,53.41,51.2,18330190.0,16428.0068
2021-03-01,53.31,55.44,55.93,52.78,19500588.0,16624.4693
2021-03-02,53.21,53.66,54.05,52.75,12370989.0,16593.2848
2021-03-03,54.57,53.61,55.2,53.28,18438946.0,17017.3943
2021-03-04,52.05,54.64,54.85,49.95,19937491.0,16576.6904
2021-03-05,50.52,52.6453,52.73,46.56,21503158.0,16089.4217
2021-03-08,54.06,51.35,54.3325,51.34,17588966.0,17216.8277
2021-03-09,53.43,53.81,54.155,51.8,15292842.0,17016.1876
2021-03-10,53.92,53.4,54.37,52.85,13438932.0,17172.241
2021-03-11,54.06,54.3,55.87,53.37,17140757.0,17216.8277
2021-03-12,56.29,54.0,56.44,53.61,19762477.0,17927.0298
2021-03-15,60.94,58.25,61.69,57.9185,35374512.0,19407.9445
2021-03-16,59.81,61.11,61.2,59.21,18306413.0,19048.0663
2021-03-17,62.45,59.11,62.56,58.86,18338038.0,19888.8437
2021-03-18,60.82,62.17,63.6999,60.58,19129709.0,19369.7273
2021-03-19,60.77,60.9,60.95,58.64,19643819.0,19353.8035
2021-03-22,58.33,59.75,60.2,58.21,12958276.0,18576.7214
2021-03-23,54.36,57.11,58.08,53.85,21698204.0,17312.3706
2021-03-24,53.83,55.66,56.96,53.78,18015776.0,17143.5782
2021-03-25,56.05,52.905,56.29,52.0301,21500079.0,17850.5955
2021-03-26,56.83,57.09,57.37,55.22,15432445.0,18099.007
2021-03-29,56.2,56.8,57.31,55.41,12083040.0,17898.3669
2021-03-30,58.21,56.78,58.5,56.48,12708910.0,18538.5043
2021-03-31,57.54,58.0,58.0115,57.06,11023782.0,18325.1252
2021-04-01,57.82,57.6619,58.545,57.28,10932226.0,18709.2389
2021-04-05,59.29,59.34,60.89,58.94,17175712.0,19184.8975
2021-04-06,59.48,59.878,60.42,58.87,11917227.0,19246.3772
2021-04-07,59.57,59.79,61.3399,59.19,13772591.0,19275.4992
2021-04-08,59.43,59.14,59.47,57.75,13655758.0,19230.1983
2021-04-09,58.43,59.02,59.3601,57.785,10896080.0,18906.6211
2021-04-12,56.16,57.57,57.71,55.29,18714698.0,18172.1006
2021-04-13,56.66,54.406,56.86,53.9,15349381.0,18333.8893
2021-04-14,56.92,57.46,58.52,56.54,12971146.0,18418.0193
2021-04-15,56.12,57.79,57.8514,55.57,12123396.0,18159.1575
2021-04-16,55.87,56.47,57.15,55.71,10620386.0,18078.293
2021-04-19,54.99,55.79,55.965,54.7376,13984371.0,17793.5445
2021-04-20,50.3,53.47,53.7899,49.47,44364750.0,16275.9645
2021-04-21,51.86,49.88,51.89,48.9,21085585.0,16780.7459
2021-04-22,51.03,52.34,53.09,50.875,20538150.0,16512.1763
2021-04-23,53.11,51.21,53.35,50.64,13862419.0,17185.2411
2021-04-26,53.78,54.05,54.47,53.22,12358766.0,17402.0385
2021-04-27,53.48,53.7833,54.12,53.19,10331466.0,17304.965
2021-04-28,53.55,53.25,54.04,52.97,11535979.0,17327.6155
2021-04-29,53.69,54.1,54.3228,53.1198,9804825.0,17372.9165
2021-04-30,54.4,53.22,54.91,53.13,11143955.0,17602.657
2021-05-03,54.46,54.668,54.87,53.61,9912920.0,17622.0717
2021-05-04,52.8,54.088,54.47,51.73,13673150.0,17084.9318
2021-05-05,53.27,52.75,53.96,52.44,11151324.0,17237.0136
2021-05-06,53.05,53.43,53.7701,52.1,10524357.0,17165.8264
2021-05-07,54.73,52.93,54.9601,52.69,11819918.0,17709.4378
2021-05-10,54.03,54.948,55.61,54.0,10852915.0,17482.9331
2021-05-11,52.7,52.04,53.17,51.2,15065935.0,17052.574
2021-05-12,51.01,52.12,53.081,50.9,12728687.0,16505.7267
2021-05-13,52.43,51.42,52.73,51.07,13373744.0,16965.2079
2021-05-14,55.28,53.4,55.51,53.29,14499188.0,17887.4059
2021-05-17,56.57,55.01,56.73,54.26,17529926.0,18304.8218
2021-05-18,56.38,57.08,57.75,55.95,13706168.0,18243.342
2021-05-19,55.79,55.08,56.27,54.48,15121626.0,18052.4308
2021-05-20,55.09,56.0,56.0,54.213,11702491.0,17825.926
2021-05-21,55.3,55.45,55.97,55.12,10527393.0,17893.8774
2021-05-24,56.14,56.0,56.34,54.92,9470671.0,18165.6832
2021-05-25,56.98,57.65,59.29,56.781,23605740.0,18437.4889
2021-05-26,58.01,57.75,58.43,57.23,11697308.0,18770.7745
2021-05-27,59.13,58.59,59.23,57.87,12307490.0,19133.1822
2021-05-28,58.35,58.95,59.1965,57.955,14357297.0,18880.7911
2021-06-01,59.67,59.12,60.41,58.96,14321083.0,19307.9144
2021-06-02,60.29,60.15,60.585,59.61,12089180.0,19508.5329
2021-06-03,57.73,59.6,59.602,57.68,13746467.0,18680.1726
2021-06-04,56.93,58.3,58.4,56.72,13622768.0,18421.31
2021-06-07,57.3,57.3442,57.97,57.02,8914964.0,18541.034
2021-06-08,57.73,57.9,58.12,56.83,10777956.0,18680.1726
2021-06-09,57.23,57.9888,58.01,57.17,8151464.0,18518.3835
2021-06-10,56.26,57.596,58.07,55.925,11663964.0,18204.5126
2021-06-11,56.52,56.16,56.83,56.095,9780472.0,18288.6429
2021-06-14,55.74,56.625,57.0,55.54,8248534.0,18036.2519
2021-06-15,55.29,55.74,56.02,54.92,7541966.0,17890.6417
2021-06-16,55.6,55.18,56.1,54.98,9952010.0,17990.9509
2021-06-17,54.24,55.77,56.41,53.48,12509916.0,17550.8845
2021-06-18,54.92,53.87,55.38,53.54,12490745.0,17770.9177
2021-06-21,55.69,55.24,55.88,54.55,10891566.0,18020.073
2021-06-22,55.17,55.49,55.57,54.1,9819669.0,17851.8123
2021-06-23,55.12,55.1303,55.49,54.9,9957545.0,17835.6334
2021-06-24,54.34,55.11,55.39,53.96,11548556.0,17583.2423
2021-06-25,53.88,54.52,54.57,53.72,12256367.0,17434.3963
2021-06-28,52.49,53.5,53.51,51.67,19098758.0,16984.6226
2021-06-29,52.15,52.66,53.08,52.03,12598306.0,16874.6059
2021-06-30,52.29,52.265,52.96,51.87,9244478.0,16919.9069
