,ON US Equity,ON US Equity,ON US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2018-10-29,15.91,6696.9822,18075834.0
2018-10-30,16.87,7101.0742,12549962.0
2018-10-31,17.0,7155.795,12191539.0
2018-11-01,18.4,7745.0957,14415001.0
2018-11-02,18.11,7623.0263,9309954.0
2018-11-05,17.72,7458.8639,6646217.0
2018-11-06,17.91,7538.8404,5517535.0
2018-11-07,18.38,7736.6771,7480851.0
2018-11-08,18.4,7745.0957,5807116.0
2018-11-09,17.88,7526.2126,6048994.0
2018-11-12,16.83,7084.237,8652065.0
2018-11-13,17.35,7303.1201,7259867.0
2018-11-14,17.48,7357.8409,6922345.0
2018-11-15,18.4,7745.0957,8346729.0
2018-11-16,18.79,7909.2581,7776264.0
2018-11-19,17.61,7412.5617,7854888.0
2018-11-20,18.02,7585.1427,6380184.0
2018-11-21,18.58,7820.863,5675802.0
2018-11-23,18.67,7858.7466,2450926.0
2018-11-26,18.81,7917.6767,6085288.0
2018-11-27,18.33,7715.6307,4884388.0
2018-11-28,18.87,7942.9324,8743895.0
2018-11-29,18.5,7787.1886,6026062.0
2018-11-30,19.18,8073.4204,7842856.0
2018-12-03,19.35,8144.9784,8685537.0
2018-12-04,18.47,7774.5608,6164319.0
2018-12-06,18.27,7690.3749,5968035.0
2018-12-07,17.37,7311.5387,5933662.0
2018-12-10,17.59,7404.1431,5321962.0
2018-12-11,17.51,7370.4688,4735728.0
2018-12-12,17.87,7522.0033,3110138.0
2018-12-13,17.47,7353.6316,3783347.0
2018-12-14,17.53,7378.8874,5300580.0
2018-12-17,17.32,7290.4923,6129754.0
2018-12-18,17.73,7463.0732,5038769.0
2018-12-19,16.43,6915.8654,8519155.0
2018-12-20,16.1,6776.9588,8280709.0
2018-12-21,15.48,6515.9827,7536388.0
2018-12-24,15.06,6339.1925,3135095.0
2018-12-26,16.16,6802.2145,5864086.0
2018-12-27,16.17,6806.4238,5374173.0
2018-12-28,16.33,6873.7724,6436419.0
2018-12-31,16.51,6949.5397,2985432.0
2019-01-02,16.78,7063.1905,4034112.0
2019-01-03,15.65,6587.5406,7677923.0
2019-01-04,16.5,6945.3304,9869903.0
2019-01-07,17.0,7155.795,5980663.0
2019-01-08,16.54,6962.1676,10946712.0
2019-01-09,17.81,7496.7475,11321958.0
2019-01-10,17.89,7530.4219,6477311.0
2019-01-11,18.49,7782.9793,10001883.0
2019-01-14,17.71,7454.6546,6465309.0
2019-01-15,17.84,7509.3754,4061217.0
2019-01-16,17.63,7420.9803,3422834.0
2019-01-17,17.82,7500.9568,6039729.0
2019-01-18,18.41,7749.305,5807748.0
2019-01-22,17.76,7475.7011,5946856.0
2019-01-23,17.61,7412.5617,4549300.0
2019-01-24,18.99,7993.4439,11712233.0
2019-01-25,20.12,8469.0938,10193170.0
2019-01-28,19.66,8275.4664,6704614.0
2019-01-29,19.38,8157.6062,5996590.0
2019-01-30,20.04,8435.4195,7143521.0
2019-01-31,20.04,8435.4195,5948586.0
2019-02-01,20.8,8755.3256,12744852.0
2019-02-04,21.59,9087.8596,15699875.0
2019-02-05,21.88,9209.929,9653782.0
2019-02-06,22.82,9605.6024,15122431.0
2019-02-07,22.25,9365.6728,7778040.0
2019-02-08,21.84,9193.0919,9003614.0
2019-02-11,22.24,9361.4635,7284095.0
2019-02-12,22.73,9567.7188,4698451.0
2019-02-13,22.93,9651.9046,5720942.0
2019-02-14,22.91,9643.486,4495287.0
2019-02-15,22.97,9668.7418,3900197.0
2019-02-19,22.78,9588.7652,4299527.0
2019-02-20,22.59,9255.3572,5760161.0
2019-02-21,22.46,9202.0948,4909309.0
2019-02-22,22.84,9357.7848,3748054.0
2019-02-25,22.97,9411.0471,3988308.0
2019-02-26,22.52,9226.6774,3781538.0
2019-02-27,21.57,8837.4526,9581349.0
2019-02-28,21.48,8800.5787,5344147.0
2019-03-01,21.67,8878.4236,4719002.0
2019-03-04,21.92,8980.8512,5964275.0
2019-03-05,21.84,8948.0744,5146713.0
2019-03-06,21.4,8767.8018,7194762.0
2019-03-07,21.33,8739.1221,7988069.0
2019-03-08,22.14,9070.9875,10425303.0
2019-03-11,22.61,9263.5514,6755540.0
2019-03-12,22.47,9206.1919,6132542.0
2019-03-13,22.31,9140.6383,4866401.0
2019-03-14,22.06,9038.2107,4609999.0
2019-03-15,22.17,9083.2788,7361890.0
2019-03-18,21.91,8976.7541,7026828.0
2019-03-19,22.01,9017.7252,7833470.0
2019-03-20,21.36,8751.4134,9073276.0
2019-03-21,22.45,9197.9977,7926696.0
2019-03-22,21.64,8866.1323,4675502.0
2019-03-25,20.96,8587.5293,6036038.0
2019-03-26,21.0,8603.9177,3562552.0
2019-03-27,20.56,8423.6451,12921912.0
2019-03-28,20.27,8304.8291,8461148.0
2019-03-29,20.57,8474.7824,6189068.0
2019-04-01,21.5,8857.9398,7207484.0
2019-04-02,21.46,8841.4599,6812862.0
2019-04-03,22.37,9216.3773,11109896.0
2019-04-04,22.43,9241.0972,4116116.0
2019-04-05,22.81,9397.6561,3345659.0
2019-04-08,22.92,9442.9758,4902569.0
2019-04-09,22.64,9327.6166,4556590.0
2019-04-10,22.99,9471.8156,4898804.0
2019-04-11,22.75,9372.9363,4338984.0
2019-04-12,22.83,9405.896,5790468.0
2019-04-15,22.44,9245.2171,5370993.0
2019-04-16,22.74,9368.8163,5214623.0
2019-04-17,22.59,9307.0167,5928645.0
2019-04-18,22.62,9319.3766,5253280.0
2019-04-22,22.46,9253.4571,7112307.0
2019-04-23,22.6,9311.1367,6015288.0
2019-04-24,23.02,9484.1755,8209588.0
2019-04-25,22.41,9232.8572,7455678.0
2019-04-26,22.44,9245.2171,7365176.0
2019-04-29,22.2,9155.5852,11892267.0
2019-04-30,23.06,9510.2611,9885978.0
2019-05-01,22.6,9320.5507,6951340.0
2019-05-02,22.93,9456.6473,5128764.0
2019-05-03,23.52,9699.9714,6101056.0
2019-05-06,22.96,9469.0197,7156608.0
2019-05-07,22.12,9122.5921,9438536.0
2019-05-08,21.75,8969.999,6368959.0
2019-05-09,21.15,8722.5508,8226947.0
2019-05-10,20.98,8652.4405,5180836.0
2019-05-13,19.6,8083.3095,12867950.0
2019-05-14,19.98,8240.0267,7234550.0
2019-05-15,20.24,8347.2543,6193330.0
2019-05-16,19.75,8145.1715,8994691.0
2019-05-17,18.77,7741.0061,9043742.0
2019-05-20,18.33,7559.544,10997900.0
2019-05-21,18.75,7732.7578,9100929.0
2019-05-22,18.16,7489.4337,7294592.0
2019-05-23,17.9,7382.2061,10002417.0
2019-05-24,17.68,7291.4751,5280196.0
2019-05-28,17.72,7307.9716,6985600.0
2019-05-29,18.07,7452.3164,8650694.0
2019-05-30,18.11,7468.813,5250676.0
2019-05-31,17.76,7324.4682,8159922.0
2019-06-03,18.08,7456.4406,7351442.0
2019-06-04,18.96,7819.3647,7348183.0
2019-06-05,18.83,7765.7509,6119501.0
2019-06-06,19.01,7839.9854,4937635.0
2019-06-07,19.06,7860.6061,6043379.0
2019-06-10,19.82,8174.0405,6315139.0
2019-06-11,20.03,8260.6474,5838097.0
2019-06-12,19.82,8174.0405,6363020.0
2019-06-13,20.14,8306.0129,5233945.0
2019-06-14,19.05,7856.4819,8569416.0
2019-06-17,18.8,7753.3785,5010427.0
2019-06-18,19.59,8079.1853,7756704.0
2019-06-19,19.54,8058.5647,5739584.0
2019-06-20,20.0,8248.275,5750350.0
2019-06-21,19.48,8033.8198,5687279.0
2019-06-24,19.46,8025.5716,2615494.0
2019-06-25,19.24,7934.8405,4439606.0
2019-06-26,20.05,8268.8957,6614589.0
2019-06-27,20.39,8409.1163,4525534.0
2019-06-28,20.21,8334.8819,17355225.0
2019-07-01,20.55,8475.1025,7403438.0
2019-07-02,19.99,8244.1508,4003253.0
2019-07-03,19.83,8178.1646,2331020.0
2019-07-05,20.07,8277.1439,3973794.0
2019-07-08,19.51,8046.1922,2730431.0
2019-07-09,19.64,8099.806,3207689.0
2019-07-10,19.69,8120.4267,3149224.0
2019-07-11,19.65,8103.9302,3626865.0
2019-07-12,20.24,8347.2543,3396039.0
2019-07-15,20.29,8367.875,2721616.0
2019-07-16,20.35,8392.6198,6083135.0
2019-07-17,20.29,8367.875,5566100.0
2019-07-18,20.52,8462.7301,3751808.0
2019-07-19,20.22,8339.006,4173051.0
2019-07-22,20.55,8475.1025,2740173.0
2019-07-23,20.99,8656.5646,3662934.0
2019-07-24,22.32,9205.0749,11630132.0
2019-07-25,21.86,9015.3646,5222948.0
2019-07-26,22.04,9089.599,4495055.0
2019-07-29,22.22,9163.8335,4064054.0
2019-07-30,22.21,9159.7094,4795993.0
2019-07-31,21.51,8871.0197,5530209.0
2019-08-01,20.48,8446.2336,8927055.0
2019-08-02,19.98,8240.0267,6694955.0
2019-08-05,17.85,7327.0573,19737596.0
2019-08-06,17.66,7249.0662,9958973.0
2019-08-07,17.56,7208.0182,9483712.0
2019-08-08,17.93,7359.8956,7378572.0
2019-08-09,17.08,7010.9881,6427634.0
2019-08-12,16.83,6908.3683,5862495.0
2019-08-13,17.79,7302.4285,9190091.0
2019-08-14,17.13,7031.5121,5130383.0
2019-08-15,16.87,6924.7874,4086210.0
2019-08-16,17.54,7199.8086,5947835.0
2019-08-19,18.01,7392.734,6353233.0
2019-08-20,18.17,7458.4107,5723753.0
2019-08-21,18.44,7569.2401,5384481.0
2019-08-22,18.56,7618.4976,6029176.0
2019-08-23,17.64,7240.8566,6410803.0
2019-08-26,17.37,7130.0271,4189581.0
2019-08-27,17.23,7072.56,3790707.0
2019-08-28,17.4,7142.3415,3359223.0
2019-08-29,17.88,7339.3716,3479131.0
2019-08-30,17.8,7306.5333,2817572.0
2019-09-03,17.45,7162.8655,4668831.0
2019-09-04,17.86,7331.162,4713578.0
2019-09-05,18.33,7524.0874,7659797.0
2019-09-06,18.57,7622.6024,5167889.0
2019-09-09,18.72,7684.1743,4580891.0
2019-09-10,19.47,7992.0339,7061767.0
2019-09-11,19.85,8148.0161,5157964.0
2019-09-12,20.03,8221.9023,5110591.0
2019-09-13,20.12,8258.8455,15107196.0
2019-09-16,19.99,8205.4832,6342270.0
2019-09-17,19.65,8065.9202,4245986.0
2019-09-18,19.67,8074.1298,4455536.0
2019-09-19,19.56,8028.977,4059258.0
2019-09-20,19.32,7930.462,4849950.0
2019-09-23,19.38,7955.0907,3626294.0
2019-09-24,18.8,7717.0127,4929769.0
2019-09-25,19.2,7881.2044,3198404.0
2019-09-26,19.095,7838.1041,2837272.0
2019-09-27,18.68,7667.7552,3607083.0
2019-09-30,19.21,7885.3092,3234931.0
2019-10-01,18.76,7700.5935,3847386.0
2019-10-02,18.115,7435.8343,5060957.0
2019-10-03,18.33,7524.0874,4621987.0
2019-10-04,18.575,7624.6548,5234202.0
2019-10-07,18.03,7400.9435,4816358.0
2019-10-08,17.12,7027.4073,10708768.0
2019-10-09,17.91,7351.686,5587543.0
2019-10-10,18.06,7413.2579,5588014.0
2019-10-11,18.75,7696.4887,9463257.0
2019-10-14,18.87,7745.7462,5029216.0
2019-10-15,19.39,7959.1955,4842705.0
2019-10-16,18.965,7784.7418,4817126.0
2019-10-17,19.11,7844.2613,4138610.0
2019-10-18,18.84,7733.4319,4505389.0
2019-10-21,19.48,7996.1387,3820194.0
2019-10-22,19.27,7909.938,5828972.0
2019-10-23,18.58,7626.7072,9208863.0
2019-10-24,18.57,7622.6024,8601165.0
2019-10-25,19.18,7872.9949,8108489.0
2019-10-28,21.21,8711.4165,14862617.0
2019-10-29,21.04,8641.5937,9159500.0
2019-10-30,20.98,8616.9504,7251074.0
2019-10-31,20.4,8378.7316,6154396.0
2019-11-01,21.07,8653.9154,4757827.0
2019-11-04,21.71,8916.7776,8194502.0
2019-11-05,21.79,8949.6353,10067303.0
2019-11-06,21.51,8834.6331,5806181.0
2019-11-07,21.54,8846.9548,3496852.0
2019-11-08,21.63,8883.9198,2639702.0
2019-11-11,21.5,8830.5259,2166660.0
2019-11-12,21.69,8908.5631,4298523.0
2019-11-13,21.54,8846.9548,3304718.0
2019-11-14,21.48,8822.3115,2410996.0
2019-11-15,21.79,8949.6353,4792299.0
2019-11-18,21.135,8680.6123,3350592.0
2019-11-19,21.12,8674.4515,2704789.0
2019-11-20,20.78,8534.806,4259313.0
2019-11-21,20.77,8530.6987,3092431.0
2019-11-22,20.81,8547.1276,2351796.0
2019-11-25,21.72,8920.8848,6087053.0
2019-11-26,21.92,9003.0292,6382423.0
2019-11-27,22.02,9044.1014,3025267.0
2019-11-29,21.47,8818.2042,1224125.0
2019-12-02,21.36,8773.0248,2908317.0
2019-12-03,20.67,8489.6265,6389455.0
2019-12-04,21.39,8785.3465,4520733.0
2019-12-05,21.65,8892.1342,4324108.0
2019-12-06,22.14,9093.3881,3297772.0
2019-12-09,21.83,8966.0642,2839023.0
2019-12-10,21.98,9027.6725,2582736.0
2019-12-11,22.42,9208.3903,2542024.0
2019-12-12,23.16,9512.3246,4278195.0
2019-12-13,23.13,9500.003,4653017.0
2019-12-16,23.46,9635.5413,3249369.0
2019-12-17,23.63,9705.3641,4132689.0
2019-12-18,23.8,9775.1868,4256485.0
2019-12-19,23.88,9808.0446,4389226.0
2019-12-20,24.12,9906.6179,4963441.0
2019-12-23,24.45,10042.1562,4185682.0
2019-12-24,24.47,10050.3706,1308824.0
2019-12-26,24.55,10083.2284,2457733.0
2019-12-27,24.49,10058.5851,3432392.0
2019-12-30,24.29,9976.4407,2734549.0
2019-12-31,24.38,10013.4057,2451534.0
2020-01-02,25.06,10292.6967,5651181.0
2020-01-03,24.69,10140.7295,4413234.0
2020-01-06,24.07,9886.0818,8586622.0
2020-01-07,24.66,10128.4078,10549966.0
2020-01-08,24.82,10194.1234,6660878.0
2020-01-09,24.86,10210.5523,4118234.0
2020-01-10,24.58,10095.5501,4065526.0
2020-01-13,25.32,10399.4845,5471777.0
2020-01-14,25.62,10522.7011,9298709.0
2020-01-15,24.88,10218.7667,7302793.0
2020-01-16,25.03,10280.375,5712646.0
2020-01-17,25.0,10268.0534,5149029.0
2020-01-21,24.79,10181.8017,4599302.0
2020-01-22,24.79,10181.8017,3520891.0
2020-01-23,25.47,10461.0928,5936219.0
2020-01-24,24.99,10263.9462,5426048.0
2020-01-27,23.66,9717.6857,7665994.0
2020-01-28,24.17,9927.154,5615033.0
2020-01-29,23.88,9808.0446,5717932.0
2020-01-30,23.94,9832.6879,8514053.0
2020-01-31,23.15,9508.2174,7994698.0
2020-02-03,19.905,8175.4241,34727486.0
2020-02-04,19.82,8140.5127,22432097.0
2020-02-05,21.15,8686.7732,18620900.0
2020-02-06,20.91,8588.1998,9550952.0
2020-02-07,20.45,8399.2677,9186218.0
2020-02-10,20.54,8436.2327,6650163.0
2020-02-11,21.4,8789.4537,8215496.0
2020-02-12,21.385,8783.2929,5323643.0
2020-02-13,21.63,8883.9198,6131701.0
2020-02-14,21.44,8805.8826,5629126.0
2020-02-18,21.11,8670.3443,5020590.0
2020-02-19,20.9,8591.2718,7905734.0
2020-02-20,20.6,8467.9521,10806483.0
2020-02-21,20.015,8227.4787,13925731.0
2020-02-24,19.35,7954.1201,9111866.0
2020-02-25,18.62,7654.0421,9452955.0
2020-02-26,18.36,7547.1651,7466327.0
2020-02-27,17.54,7210.0913,8843713.0
2020-02-28,18.66,7670.4848,13505754.0
2020-03-02,18.93,7781.4725,8422122.0
2020-03-03,18.13,7452.62,9669519.0
2020-03-04,18.73,7699.2594,5615553.0
2020-03-05,17.83,7329.3003,7134745.0
2020-03-06,17.28,7103.2142,11756344.0
2020-03-09,15.53,6383.8493,13614707.0
2020-03-10,16.89,6942.8986,9504476.0
2020-03-11,15.07,6194.7591,10587573.0
2020-03-12,12.93,5315.0787,15397784.0
2020-03-13,14.49,5956.3411,12869717.0
2020-03-16,11.81,4854.6852,11719793.0
2020-03-17,11.55,4747.8081,16903868.0
2020-03-18,8.45,3473.5046,15551104.0
2020-03-19,10.51,4320.2998,15907353.0
2020-03-20,10.82,4447.7302,15008566.0
2020-03-23,11.49,4723.1442,8972288.0
2020-03-24,13.85,5693.2591,13318664.0
2020-03-25,14.79,6079.6608,14851333.0
2020-03-26,14.16,5820.6894,12689729.0
2020-03-27,12.89,5298.636,9738498.0
2020-03-30,12.97,5331.5213,9251445.0
2020-03-31,12.44,5113.6565,10982252.0
2020-04-01,11.0,4521.722,12326494.0
2020-04-02,11.27,4632.7097,13409889.0
2020-04-03,10.94,4497.0581,8374133.0
2020-04-06,12.87,5269.639,13508965.0
2020-04-07,12.78,5232.7884,10856066.0
2020-04-08,13.73,5621.7672,10651609.0
2020-04-09,13.73,5621.7672,13127055.0
2020-04-13,14.21,5818.3039,6298479.0
2020-04-14,14.58,5969.8009,7184810.0
2020-04-15,13.62,5576.7276,9285148.0
2020-04-16,13.335,5460.0339,7408342.0
2020-04-17,13.73,5621.7672,6222106.0
2020-04-20,13.36,5470.2702,5184681.0
2020-04-21,12.83,5253.261,6079055.0
2020-04-22,14.11,5777.3587,10389560.0
2020-04-23,13.92,5699.563,5998738.0
2020-04-24,14.66,6002.557,5297071.0
2020-04-27,15.39,6301.4565,6359903.0
2020-04-28,15.84,6485.7096,8778640.0
2020-04-29,17.25,7063.036,8465737.0
2020-04-30,16.045,6569.6471,6101454.0
2020-05-01,15.12,6190.9046,8141142.0
2020-05-04,14.87,6088.5418,8989836.0
2020-05-05,15.15,6203.1881,5632400.0
2020-05-06,15.44,6321.929,4367706.0
2020-05-07,15.98,6543.0328,5291428.0
2020-05-08,17.12,7009.8073,11780000.0
2020-05-11,15.66,6420.9238,15549709.0
2020-05-12,14.95,6129.8092,10484742.0
2020-05-13,14.05,5760.7905,11474475.0
2020-05-14,14.715,6033.4543,11469356.0
2020-05-15,14.15,5801.7926,6864605.0
2020-05-18,15.61,6400.4228,9284713.0
2020-05-19,15.48,6347.1201,6917621.0
2020-05-20,16.27,6671.0364,6300992.0
2020-05-21,15.625,6406.5731,6306699.0
2020-05-22,15.74,6453.7255,4140265.0
2020-05-26,16.68,6839.1449,7713445.0
2020-05-27,17.435,7148.7105,9595348.0
2020-05-28,16.06,6584.9321,6739670.0
2020-05-29,16.49,6761.241,8393144.0
2020-06-01,16.78,6880.147,4754763.0
2020-06-02,17.14,7027.7544,6719040.0
2020-06-03,18.83,7720.6894,16779841.0
2020-06-04,18.98,7782.1925,7616601.0
2020-06-05,20.16,8266.0169,14448776.0
2020-06-08,20.82,8536.6305,18290832.0
2020-06-09,20.17,8270.1171,10005242.0
2020-06-10,19.46,7979.0024,10352867.0
2020-06-11,18.13,7433.6749,7724422.0
2020-06-12,18.99,7786.2927,9365504.0
2020-06-15,19.56,8020.0045,9866541.0
2020-06-16,19.94,8175.8123,16437614.0
2020-06-17,19.79,8114.3092,18130526.0
2020-06-18,19.62,8044.6057,5942846.0
2020-06-19,19.39,7950.301,7333717.0
2020-06-22,19.59,8032.3051,10001247.0
2020-06-23,20.18,8274.2173,7986389.0
2020-06-24,19.29,7909.2989,8267692.0
2020-06-25,19.48,7987.2028,5699201.0
2020-06-26,19.09,7827.2948,7264064.0
2020-06-29,19.52,8003.6037,12303831.0
2020-06-30,19.82,8126.6099,10176944.0
2020-07-01,19.05,7810.8939,8119248.0
2020-07-02,19.18,7864.1966,7108653.0
2020-07-06,19.66,8061.0065,7969856.0
2020-07-07,19.27,7901.0985,10559966.0
2020-07-08,19.97,8188.113,9845818.0
2020-07-09,20.76,8512.0293,14886012.0
2020-07-10,20.49,8401.3237,12939807.0
2020-07-13,20.55,8425.925,12975847.0
2020-07-14,20.69,8483.3278,11842917.0
2020-07-15,21.53,8827.7452,9645771.0
2020-07-16,21.34,8749.8413,8204183.0
2020-07-17,21.19,8688.3382,8309167.0
2020-07-20,21.63,8868.7473,6162689.0
2020-07-21,21.66,8881.0479,8318846.0
2020-07-22,21.45,8794.9436,7460910.0
2020-07-23,20.86,8553.0314,7876727.0
2020-07-24,20.47,8393.1233,5725034.0
2020-07-27,21.28,8725.24,5373918.0
2020-07-28,20.5,8405.4239,3692473.0
2020-07-29,20.96,8594.0334,3753703.0
2020-07-30,20.77,8516.1295,8131326.0
2020-07-31,20.6,8446.426,5854956.0
2020-08-03,21.24,8708.8392,4227622.0
2020-08-04,21.69,8893.3485,4280524.0
2020-08-05,21.26,8717.0396,7743776.0
2020-08-06,21.13,8663.7369,4629018.0
2020-08-07,20.84,8544.831,10297613.0
2020-08-10,21.92,9005.213,10311854.0
2020-08-11,22.19,9116.1349,9482886.0
2020-08-12,22.38,9194.1911,4794352.0
2020-08-13,21.9,8996.9966,7336854.0
2020-08-14,22.04,9054.5117,4072442.0
2020-08-17,21.96,9021.6459,4566469.0
2020-08-18,21.75,8935.3733,3917225.0
2020-08-19,21.66,8898.3994,4975347.0
2020-08-20,21.06,8651.9063,4527855.0
2020-08-21,20.91,8590.2831,8875213.0
2020-08-24,21.385,8785.4234,3066590.0
2020-08-25,21.59,8869.6419,2977688.0
2020-08-26,21.68,8906.6158,3838586.0
2020-08-27,21.33,8762.8282,3263886.0
2020-08-28,22.025,9048.3493,4013000.0
2020-08-31,21.37,8779.2611,4128354.0
2020-09-01,21.75,8935.3733,7054254.0
2020-09-02,22.38,9194.1911,7101468.0
2020-09-03,21.45,8812.1268,6600215.0
2020-09-04,22.68,9317.4376,14139438.0
2020-09-08,20.93,8598.4995,11540979.0
2020-09-09,21.82,8964.1309,7289960.0
2020-09-10,21.52,8840.8843,5954667.0
2020-09-11,21.575,8863.4795,4347448.0
2020-09-14,22.01,9042.187,3426619.0
2020-09-15,22.02,9046.2952,4589766.0
2020-09-16,22.05,9058.6199,4733805.0
2020-09-17,21.9,8996.9966,4542913.0
2020-09-18,21.42,8799.8022,5513565.0
2020-09-21,20.61,8467.0365,6529453.0
2020-09-22,20.82,8553.3091,7966151.0
2020-09-23,20.08,8249.301,4578005.0
2020-09-24,20.31,8343.79,5377312.0
2020-09-25,20.49,8417.7379,5166359.0
2020-09-28,21.725,8925.1028,5079528.0
2020-09-29,21.78,8947.698,4780902.0
2020-09-30,21.69,8910.724,3635804.0
2020-10-01,22.91,9411.9266,10092834.0
2020-10-02,22.44,9218.8404,6980671.0
2020-10-05,23.15,9510.5238,4960422.0
2020-10-06,22.89,9403.7102,5289035.0
2020-10-07,23.35,9592.6882,5890686.0
2020-10-08,26.04,10697.7987,22188141.0
2020-10-09,26.35,10825.1535,14617746.0
2020-10-12,26.51,10890.8849,5826611.0
2020-10-13,25.905,10642.3378,7619449.0
2020-10-14,25.93,10652.6083,3884307.0
2020-10-15,26.07,10710.1234,5773593.0
2020-10-16,26.07,10710.1234,4486450.0
2020-10-19,26.21,10767.6384,5466831.0
2020-10-20,26.1,10722.448,5999762.0
2020-10-21,25.53,10488.2796,4547679.0
2020-10-22,25.92,10648.5001,3095486.0
2020-10-23,26.16,10747.0973,3608752.0
2020-10-26,25.55,10496.496,7651034.0
2020-10-27,25.17,10340.3838,4011783.0
2020-10-28,24.54,10081.5661,4529668.0
2020-10-29,25.19,10348.6002,9795568.0
2020-10-30,25.09,10307.518,10703795.0
2020-11-02,24.36,10017.4052,12688657.0
2020-11-03,25.05,10301.1495,8822905.0
2020-11-04,25.89,10646.5772,11950679.0
2020-11-05,26.45,10876.8624,10102089.0
2020-11-06,26.58,10930.3215,7976674.0
2020-11-09,27.53,11320.9838,14243685.0
2020-11-10,27.09,11140.0455,8515924.0
2020-11-11,27.93,11485.4732,8684965.0
2020-11-12,27.48,11300.4227,7139646.0
2020-11-13,28.055,11536.8762,7722638.0
2020-11-16,28.58,11752.7685,8538319.0
2020-11-17,28.16,11580.0547,6701299.0
2020-11-18,27.6,11349.7695,9452676.0
2020-11-19,27.85,11452.5754,7610577.0
2020-11-20,27.44,11283.9737,5843570.0
2020-11-23,28.41,11682.8605,8096427.0
2020-11-24,28.61,11765.1053,7779914.0
2020-11-25,28.58,11752.7685,7426826.0
2020-11-27,28.65,11781.5542,2672996.0
2020-11-30,28.75,11822.6765,6078857.0
2020-12-01,29.27,12036.5128,6168178.0
2020-12-02,28.96,11909.0335,4724090.0
2020-12-03,29.1,11966.6048,4657009.0
2020-12-04,29.92,12303.8081,7681586.0
2020-12-07,30.575,12573.1595,7978488.0
2020-12-08,31.39,12908.3067,16728298.0
2020-12-09,30.67,12612.2257,8556228.0
2020-12-10,30.54,12558.7667,4962177.0
2020-12-11,30.66,12608.1135,4596400.0
2020-12-14,30.82,12673.9093,4359224.0
2020-12-15,31.37,12900.0822,4705373.0
2020-12-16,31.11,12793.1641,4982522.0
2020-12-17,31.6,12994.6636,4898540.0
2020-12-18,31.54,12969.9902,6762291.0
2020-12-21,31.58,12986.4391,4855110.0
2020-12-22,31.85,13097.4695,4118153.0
2020-12-23,31.8,13076.9083,3794540.0
2020-12-24,31.99,13155.0408,1776077.0
2020-12-28,31.95,13138.5918,3676525.0
2020-12-29,31.66,13019.337,4088053.0
2020-12-30,32.48,13356.5403,3839820.0
2020-12-31,32.73,13459.3462,3987746.0
2021-01-04,32.67,13434.6728,8090144.0
2021-01-05,33.22,13660.8457,4261684.0
2021-01-06,34.06,14006.2735,9206147.0
2021-01-07,35.36,14540.8641,8294058.0
2021-01-08,35.52,14606.6599,6827478.0
2021-01-11,36.05,14824.6083,4746688.0
2021-01-12,36.41,14972.6488,11886322.0
2021-01-13,36.99,15211.1584,6420865.0
2021-01-14,37.9,15585.3719,9298971.0
2021-01-15,36.71,15096.0159,7565688.0
2021-01-19,38.52,15840.3305,7666014.0
2021-01-20,37.94,15601.8208,10752822.0
2021-01-21,37.84,15560.6985,6564137.0
2021-01-22,37.295,15336.5816,5252620.0
2021-01-25,36.97,15202.934,6313861.0
2021-01-26,36.1,14845.1695,8546282.0
2021-01-27,34.07,14010.3857,12694774.0
2021-01-28,35.25,14495.6295,9481219.0
2021-01-29,34.49,14183.0996,7948455.0
2021-02-01,36.71,15096.0159,13481576.0
2021-02-02,36.85,15153.5872,6901655.0
2021-02-03,36.9,15174.1483,5916531.0
2021-02-04,38.11,15671.7288,7132721.0
2021-02-05,38.39,15786.8714,5631109.0
2021-02-08,39.81,16370.8088,7757466.0
2021-02-09,40.61,16699.7876,6584955.0
2021-02-10,39.93,16420.1556,8596829.0
2021-02-11,40.45,16633.9919,7925939.0
2021-02-12,41.27,16971.1952,6511122.0
2021-02-16,41.85,17237.2228,5127537.0
2021-02-17,41.08,16920.0744,5227743.0
2021-02-18,39.87,16421.6983,4400625.0
2021-02-19,41.87,17245.4604,8362956.0
2021-02-22,40.44,16656.4705,6879062.0
2021-02-23,40.28,16590.5695,11498655.0
2021-02-24,40.66,16747.0843,7426506.0
2021-02-25,37.74,15544.3916,6097500.0
2021-02-26,40.27,16586.4507,9916316.0
2021-03-01,42.27,17410.2129,8243210.0
2021-03-02,40.43,16652.3517,6270580.0
2021-03-03,39.68,16343.4409,5750402.0
2021-03-04,37.04,15256.0749,9117365.0
2021-03-05,38.81,15985.1044,10937482.0
2021-03-08,35.99,14823.5997,8818926.0
2021-03-09,37.93,15622.649,12182353.0
2021-03-10,37.55,15466.1342,4775528.0
2021-03-11,38.8,15980.9856,7992945.0
2021-03-12,38.49,15853.3024,5551346.0
2021-03-15,39.27,16174.5697,5116447.0
2021-03-16,40.66,16747.0843,11908925.0
2021-03-17,41.83,17228.9852,7231456.0
2021-03-18,39.14,16121.0251,6866419.0
2021-03-19,40.09,16512.3121,8503843.0
2021-03-22,40.82,16812.9853,6926069.0
2021-03-23,38.58,15890.3717,6965096.0
2021-03-24,38.12,15700.9064,4613260.0
2021-03-25,38.19,15729.7381,7038295.0
2021-03-26,40.64,16738.8467,5919476.0
2021-03-29,39.1,16104.5499,5121389.0
2021-03-30,39.87,16421.6983,3782308.0
