,BSX US Equity,BSX US Equity,BSX US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2018-10-26,35.83,49550.1948,9468127.0
2018-10-29,35.38,48958.8716,11133727.0
2018-10-30,35.91,49692.286,8167260.0
2018-10-31,36.14,50010.5602,9220556.0
2018-11-01,36.99,51186.7909,9581174.0
2018-11-02,36.81,50937.7067,4560864.0
2018-11-05,36.36,50314.9964,4764871.0
2018-11-06,36.85,50993.0588,4151044.0
2018-11-07,37.95,52515.2396,6746038.0
2018-11-08,38.44,53193.302,5021314.0
2018-11-09,38.6,53414.7101,9208783.0
2018-11-12,36.93,51103.7628,6556669.0
2018-11-13,36.66,50730.1366,3622091.0
2018-11-14,36.21,50107.4263,5520814.0
2018-11-15,36.47,50467.2145,9055207.0
2018-11-16,37.21,51491.2271,7537552.0
2018-11-19,35.29,48834.3296,10485543.0
2018-11-20,34.05,47118.4166,19874368.0
2018-11-21,34.6,47879.507,6972071.0
2018-11-23,34.8,48156.2672,2313434.0
2018-11-26,35.01,48446.8653,6987574.0
2018-11-27,35.26,48792.8155,7796958.0
2018-11-28,36.65,50716.2986,8455156.0
2018-11-29,37.04,51255.9809,6152758.0
2018-11-30,37.67,52127.7754,9795135.0
2018-12-03,38.51,53290.1681,8315210.0
2018-12-04,36.52,50536.4045,8966181.0
2018-12-06,36.77,50882.3547,9679674.0
2018-12-07,35.48,49097.2517,7395838.0
2018-12-10,36.15,50024.3982,5738952.0
2018-12-11,36.56,50591.7566,5806524.0
2018-12-12,37.1,51339.009,6993726.0
2018-12-13,36.98,51172.9529,5070835.0
2018-12-14,35.8,49540.068,6822494.0
2018-12-17,34.05,47118.4166,9913194.0
2018-12-18,34.31,47478.2048,9258645.0
2018-12-19,33.98,47021.5505,7302858.0
2018-12-20,33.26,46025.214,9200748.0
2018-12-21,32.83,45430.1796,14305331.0
2018-12-24,31.73,43907.9988,4004958.0
2018-12-26,33.68,46606.4103,6578184.0
2018-12-27,34.48,47713.4509,7353562.0
2018-12-28,34.67,47976.3731,6442041.0
2018-12-31,35.34,48903.5196,4434571.0
2019-01-02,34.46,47685.7749,6336937.0
2019-01-03,32.91,45540.8837,10488852.0
2019-01-04,34.21,47339.8247,8072508.0
2019-01-07,34.42,47630.4229,6473938.0
2019-01-08,35.38,48958.8716,10263817.0
2019-01-09,35.88,49650.772,7518134.0
2019-01-10,35.95,49747.6381,5123602.0
2019-01-11,35.56,49207.9558,5494505.0
2019-01-14,35.31,48862.0056,3817444.0
2019-01-15,36.72,50813.1647,10873894.0
2019-01-16,36.62,50674.7846,5535844.0
2019-01-17,36.81,50937.7067,6405165.0
2019-01-18,37.69,52155.4514,9464760.0
2019-01-22,37.26,51560.4171,5865945.0
2019-01-23,37.19,51463.551,3862688.0
2019-01-24,37.23,51518.9031,5939762.0
2019-01-25,37.45,51823.3392,3919156.0
2019-01-28,36.85,50993.0588,5259010.0
2019-01-29,37.01,51214.4669,8032924.0
2019-01-30,37.42,51781.8252,13212457.0
2019-01-31,38.15,52791.9998,10807106.0
2019-02-01,37.93,52487.5636,6005151.0
2019-02-04,37.93,52487.5636,6793987.0
2019-02-05,37.75,52238.4795,11034201.0
2019-02-06,38.77,53649.9563,11376577.0
2019-02-07,38.85,53760.6603,9183551.0
2019-02-08,39.19,54231.1526,6419654.0
2019-02-11,39.31,54397.2087,5841954.0
2019-02-12,40.04,55407.3833,7507286.0
2019-02-13,39.6,54798.5109,6236764.0
2019-02-14,39.92,55241.3272,5203278.0
2019-02-15,40.01,55365.8692,10376243.0
2019-02-19,39.86,55244.4424,4050673.0
2019-02-20,40.11,55590.9329,7687455.0
2019-02-21,40.12,55604.7925,8418015.0
2019-02-22,40.52,56159.1772,9321450.0
2019-02-25,39.99,55424.6174,12139015.0
2019-02-26,39.86,55244.4424,4397267.0
2019-02-27,39.93,55341.4597,5260191.0
2019-02-28,40.12,55604.7925,5797311.0
2019-03-01,40.75,56477.9485,5828016.0
2019-03-04,40.3,55854.2656,7911599.0
2019-03-05,40.19,55701.8098,4268687.0
2019-03-06,39.78,55133.5654,3914281.0
2019-03-07,39.59,54870.2327,4793555.0
2019-03-08,39.51,54759.3557,4583118.0
2019-03-11,39.9,55299.8808,4580112.0
2019-03-12,40.26,55798.8271,3474191.0
2019-03-13,40.23,55757.2483,6060477.0
2019-03-14,40.05,55507.7751,6345712.0
2019-03-15,40.21,55729.529,9811743.0
2019-03-18,37.97,52624.9743,19132324.0
2019-03-19,38.17,52902.1667,10570113.0
2019-03-20,37.86,52472.5185,9626787.0
2019-03-21,38.15,52874.4475,8094259.0
2019-03-22,37.3,51696.3798,6679932.0
2019-03-25,37.64,52167.6069,8377955.0
2019-03-26,37.84,52444.7993,7302504.0
2019-03-27,37.49,52129.8391,4763625.0
2019-03-28,37.92,52727.754,4708811.0
2019-03-29,38.38,53367.3839,7767907.0
2019-04-01,38.66,53756.7239,11464908.0
2019-04-02,38.52,53562.0539,5725347.0
2019-04-03,38.33,53297.8589,6895781.0
2019-04-04,38.16,53061.474,4049865.0
2019-04-05,38.16,53061.474,4630187.0
2019-04-08,38.15,53047.569,4870844.0
2019-04-09,38.21,53130.999,4627534.0
2019-04-10,38.36,53339.5739,5896182.0
2019-04-11,37.92,52727.754,4887601.0
2019-04-12,37.73,52463.559,4800065.0
2019-04-15,37.81,52574.799,5124149.0
2019-04-16,36.17,50294.3793,32945471.0
2019-04-17,34.91,48542.3495,16029721.0
2019-04-18,35.11,48820.4495,10280978.0
2019-04-22,34.93,48570.1595,7824238.0
2019-04-23,35.89,49905.0393,13873959.0
2019-04-24,35.44,49279.3144,19865526.0
2019-04-25,36.93,51351.1592,13209911.0
2019-04-26,37.38,51976.8841,9621611.0
2019-04-29,36.73,51078.6665,6017952.0
2019-04-30,37.12,51621.021,7938896.0
2019-05-01,36.38,50591.9382,6080986.0
2019-05-02,36.89,51301.1709,10698571.0
2019-05-03,37.2,51732.2732,7869321.0
2019-05-06,37.37,51968.6841,7742255.0
2019-05-07,36.77,51134.2926,6402978.0
2019-05-08,36.7,51036.947,7128881.0
2019-05-09,37.07,51551.4884,8510493.0
2019-05-10,36.58,50870.0687,7458652.0
2019-05-13,35.97,50021.7706,5475964.0
2019-05-14,36.76,51120.3861,6567209.0
2019-05-15,37.07,51551.4884,8536891.0
2019-05-16,37.62,52316.3473,7498805.0
2019-05-17,37.32,51899.1515,5482060.0
2019-05-20,37.29,51857.4319,5053399.0
2019-05-21,37.7,52427.5995,7933020.0
2019-05-22,37.73,52469.3191,3714170.0
2019-05-23,37.79,52552.7582,6282454.0
2019-05-24,38.47,53498.4019,8232433.0
2019-05-28,38.45,53470.5889,14470380.0
2019-05-29,38.07,52942.1409,6052452.0
2019-05-30,38.44,53456.6823,6964456.0
2019-05-31,38.41,53414.9628,6825941.0
2019-06-03,38.29,53248.0845,5730807.0
2019-06-04,39.05,54304.9804,6982019.0
2019-06-05,40.01,55640.0068,11081602.0
2019-06-06,40.54,56377.0526,12114685.0
2019-06-07,41.28,57406.1354,17415488.0
2019-06-10,41.45,57642.5464,8012411.0
2019-06-11,41.17,57253.1637,8341713.0
2019-06-12,40.8,56738.6222,7019089.0
2019-06-13,40.66,56543.9309,7260904.0
2019-06-14,40.42,56210.1743,5410026.0
2019-06-17,40.68,56571.7439,3746010.0
2019-06-18,40.94,56933.3136,5983033.0
2019-06-19,41.66,57934.5834,6328720.0
2019-06-20,41.86,58212.7139,6131648.0
2019-06-21,41.69,57976.303,8605754.0
2019-06-24,42.01,58421.3118,5406961.0
2019-06-25,41.72,58018.0226,5624524.0
2019-06-26,41.39,57559.1072,6176854.0
2019-06-27,41.93,58310.0596,8356886.0
2019-06-28,42.98,59770.2447,12753860.0
2019-07-01,42.9,59658.9925,7523287.0
2019-07-02,42.69,59366.9555,7757278.0
2019-07-03,42.63,59283.5163,3683617.0
2019-07-05,42.62,59269.6098,4121651.0
2019-07-08,42.61,59255.7033,6206470.0
2019-07-09,43.06,59881.4969,5833922.0
2019-07-10,42.89,59645.086,6689522.0
2019-07-11,43.2,60076.1883,4745296.0
2019-07-12,42.25,58755.0684,8970563.0
2019-07-15,42.45,59033.1989,4466068.0
2019-07-16,41.86,58212.7139,4966362.0
2019-07-17,42.24,58741.1619,6087708.0
2019-07-18,42.64,59297.4229,6095906.0
2019-07-19,42.25,58755.0684,6840053.0
2019-07-22,42.5,59102.7315,5290999.0
2019-07-23,42.88,59631.1795,6836699.0
2019-07-24,42.87,59617.2729,8422148.0
2019-07-25,42.01,58421.3118,6209420.0
2019-07-26,42.08,58518.6575,4943200.0
2019-07-29,42.29,58810.6945,3951645.0
2019-07-30,42.86,59702.841,4635168.0
2019-07-31,42.46,59145.6517,6861531.0
2019-08-01,42.61,59354.5977,7800446.0
2019-08-02,42.75,59549.614,5341256.0
2019-08-05,41.36,57613.3809,7200056.0
2019-08-06,42.33,58964.5651,4301469.0
2019-08-07,42.18,58755.6191,5671917.0
2019-08-08,42.76,59563.5437,5057700.0
2019-08-09,43.2,60176.452,4827247.0
2019-08-12,42.33,58964.5651,3836215.0
2019-08-13,42.86,59702.841,3449020.0
2019-08-14,41.43,57710.889,5677036.0
2019-08-15,41.87,58323.7973,4467252.0
2019-08-16,42.15,58713.8299,3274945.0
2019-08-19,42.74,59535.6842,2755449.0
2019-08-20,42.5,59201.3706,4168875.0
2019-08-21,42.55,59271.0193,3742733.0
2019-08-22,42.69,59466.0356,3333786.0
2019-08-23,41.17,57348.7159,5308114.0
2019-08-26,41.85,58295.9379,3434774.0
2019-08-27,42.22,58811.338,5996740.0
2019-08-28,42.49,59187.4409,4208132.0
2019-08-29,42.84,59674.9816,5804908.0
2019-08-30,42.73,59521.7545,3234418.0
2019-09-03,41.67,58045.2027,4695509.0
2019-09-04,42.05,58574.5326,3490907.0
2019-09-05,42.61,59354.5977,4867007.0
2019-09-06,43.45,60524.6954,6349373.0
2019-09-09,41.74,58142.7108,6171451.0
2019-09-10,41.3,57529.8025,10912248.0
2019-09-11,42.3,58922.7759,6370370.0
2019-09-12,42.24,58839.1975,5676761.0
2019-09-13,41.81,58240.2189,4535393.0
2019-09-16,41.94,58421.3055,3097038.0
2019-09-17,42.32,58950.6354,3943535.0
2019-09-18,42.9,59758.56,3984372.0
2019-09-19,43.06,59981.4357,6475996.0
2019-09-20,43.29,60301.8196,8006073.0
2019-09-23,43.15,60106.8033,4314424.0
2019-09-24,42.33,58964.5651,6527504.0
2019-09-25,42.2,58783.4786,4454999.0
2019-09-26,42.35,58992.4246,5208332.0
2019-09-27,40.31,56150.7588,10846181.0
2019-09-30,40.69,56680.0887,8029296.0
2019-10-01,40.24,56053.2507,6123800.0
2019-10-02,39.15,54534.9096,8431489.0
2019-10-03,39.75,55370.6937,5536149.0
2019-10-04,40.53,56457.213,6235817.0
2019-10-07,40.35,56206.4777,3616638.0
2019-10-08,37.87,52751.9036,19613371.0
2019-10-09,38.61,53782.704,8652886.0
2019-10-10,37.98,52905.1307,17401253.0
2019-10-11,38.23,53253.3741,16058114.0
2019-10-14,37.97,52891.201,5517352.0
2019-10-15,38.46,53573.758,10241455.0
2019-10-16,38.18,53183.7254,14838164.0
2019-10-17,38.17,53169.7957,6337983.0
2019-10-18,38.47,53587.6877,10584809.0
2019-10-21,38.65,53838.4229,8770058.0
2019-10-22,38.18,53183.7254,9868865.0
2019-10-23,40.09,55844.3046,21369887.0
2019-10-24,40.54,56471.1427,10835350.0
2019-10-25,40.85,56902.9645,6548950.0
2019-10-28,41.57,57905.9053,6527825.0
2019-10-29,41.75,58156.6405,4831266.0
2019-10-30,42.01,58518.8136,4275049.0
2019-10-31,41.7,58086.9919,5321689.0
2019-11-01,41.51,57822.3269,7382379.0
2019-11-04,40.98,57084.051,6187154.0
2019-11-05,40.59,56575.2996,5801154.0
2019-11-06,40.72,56756.4967,4296049.0
2019-11-07,40.72,56756.4967,4586078.0
2019-11-08,40.51,56463.7937,3235631.0
2019-11-11,40.17,55989.8937,5199655.0
2019-11-12,41.22,57453.4085,7076912.0
2019-11-13,41.42,57732.1732,5149881.0
2019-11-14,41.57,57941.2467,4674451.0
2019-11-15,42.31,58972.6762,7514497.0
2019-11-18,42.29,58944.7997,11969782.0
2019-11-19,42.63,59418.6997,5389692.0
2019-11-20,42.61,59390.8233,5274366.0
2019-11-21,42.36,59042.3674,3935791.0
2019-11-22,41.85,58331.5173,5655492.0
2019-11-25,42.85,59725.3409,5029907.0
2019-11-26,42.83,59697.4644,5847856.0
2019-11-27,43.21,60227.1174,4736007.0
2019-11-29,43.25,60282.8704,2375455.0
2019-12-02,42.72,59544.1439,4920773.0
2019-12-03,42.61,59390.8233,3262065.0
2019-12-04,43.01,59948.3527,3657669.0
2019-12-05,43.26,60296.8086,5409225.0
2019-12-06,44.08,61439.7439,7951403.0
2019-12-09,43.71,60924.0292,9853398.0
2019-12-10,44.01,61342.1763,5704839.0
2019-12-11,43.82,61077.3498,5844163.0
2019-12-12,44.67,62262.0999,7023052.0
2019-12-13,45.09,62847.5058,7538964.0
2019-12-16,45.2,63000.8264,8569449.0
2019-12-17,44.75,62373.6057,9109463.0
2019-12-18,44.74,62359.6675,4932617.0
2019-12-19,44.83,62485.1116,6883102.0
2019-12-20,45.37,63237.7764,14231759.0
2019-12-23,45.22,63028.7028,5062114.0
2019-12-24,45.31,63154.147,1036798.0
2019-12-26,45.26,63084.4558,2009166.0
2019-12-27,45.22,63028.7028,2123408.0
2019-12-30,44.99,62708.1234,3868241.0
2019-12-31,45.22,63028.7028,3725817.0
2020-01-02,45.33,63182.0234,5761064.0
2020-01-03,44.98,62694.1852,4704213.0
2020-01-06,45.35,63209.8999,5768878.0
2020-01-07,45.4,63279.5911,4299106.0
2020-01-08,45.64,63614.1087,5071839.0
2020-01-09,45.71,63711.6764,7225830.0
2020-01-10,45.67,63655.9234,5492725.0
2020-01-13,45.47,63377.1587,4877623.0
2020-01-14,42.66,59460.5144,27589836.0
2020-01-15,42.57,59335.0703,12805566.0
2020-01-16,43.2,60213.1792,11654556.0
2020-01-17,44.28,61718.5087,15909751.0
2020-01-21,44.07,61425.8057,8589987.0
2020-01-22,44.05,61397.9292,6515217.0
2020-01-23,43.57,60728.8939,6366664.0
2020-01-24,43.21,60227.1174,4022279.0
2020-01-27,42.65,59446.5762,5672445.0
2020-01-28,43.45,60561.6351,7223118.0
2020-01-29,43.95,61258.5469,6629622.0
2020-01-30,43.41,60505.8821,8792451.0
2020-01-31,41.87,58359.3938,12425026.0
2020-02-03,42.23,58861.1703,8763371.0
2020-02-04,42.88,59767.1556,9126105.0
2020-02-05,42.62,59404.7615,13227113.0
2020-02-06,43.01,59948.3527,6994231.0
2020-02-07,42.19,58805.4173,8381663.0
2020-02-10,42.22,58847.2321,6151669.0
2020-02-11,42.57,59335.0703,4861097.0
2020-02-12,42.23,58861.1703,8374140.0
2020-02-13,42.18,58791.4791,6406653.0
2020-02-14,42.31,58972.6762,7289964.0
2020-02-18,42.16,58763.6026,8024501.0
2020-02-19,43.02,59962.2909,7412015.0
2020-02-20,42.5,59237.5027,6123492.0
2020-02-21,42.62,59404.7615,7282369.0
2020-02-24,41.08,57258.2732,6536660.0
2020-02-25,39.91,55722.1564,8745553.0
2020-02-26,39.39,54996.1348,10063275.0
2020-02-27,37.92,52943.7276,15338263.0
2020-02-28,37.39,52203.7441,19871242.0
2020-03-02,38.27,53432.396,14333746.0
2020-03-03,37.23,51980.3528,13875542.0
2020-03-04,38.75,54102.5698,10112532.0
2020-03-05,37.46,52301.4778,20434807.0
2020-03-06,37.6,52496.9451,17949132.0
2020-03-09,34.09,47596.2994,15378749.0
2020-03-10,35.18,49118.1524,13372160.0
2020-03-11,33.86,47275.1745,20113337.0
2020-03-12,31.0,43282.0558,23545595.0
2020-03-13,32.33,45138.9956,17420960.0
2020-03-16,27.55,38465.1819,17232094.0
2020-03-17,28.79,40196.4641,18097290.0
2020-03-18,27.24,38032.3613,18167777.0
2020-03-19,28.27,39470.4425,12088636.0
2020-03-20,27.24,38032.3613,11223216.0
2020-03-23,25.83,36063.7259,17190915.0
2020-03-24,28.22,39400.6327,16752770.0
2020-03-25,29.92,41864.0576,19681678.0
2020-03-26,31.42,43962.8573,13137524.0
2020-03-27,30.61,42829.5054,11232797.0
2020-03-30,31.64,44270.6812,12193031.0
2020-03-31,32.63,45655.889,14181014.0
2020-04-01,30.19,42241.8415,9990663.0
2020-04-02,31.05,43445.1534,12401927.0
2020-04-03,31.17,43613.0573,10895507.0
2020-04-06,32.88,46005.689,13647063.0
2020-04-07,33.69,47139.0408,21342429.0
2020-04-08,35.13,49153.8885,13608696.0
2020-04-09,36.83,51532.5281,19098850.0
2020-04-13,35.21,49265.8245,11990394.0
2020-04-14,35.92,50259.2563,12337161.0
2020-04-15,34.79,48678.1606,9994269.0
2020-04-16,35.45,49601.6324,8086402.0
2020-04-17,38.29,53575.3598,19998042.0
2020-04-20,37.25,52120.192,10392395.0
2020-04-21,35.05,49041.9525,11514937.0
2020-04-22,35.49,49657.6004,10398185.0
2020-04-23,36.4,50930.8722,8425173.0
2020-04-24,36.9,51630.4721,8100873.0
2020-04-27,37.0,51770.3921,10040408.0
2020-04-28,35.93,50273.2483,8984227.0
2020-04-29,37.43,52372.048,12659949.0
2020-04-30,37.48,52442.008,11143152.0
2020-05-01,35.99,50357.2003,7484876.0
2020-05-04,35.83,50133.3283,5631418.0
2020-05-05,36.81,51504.5441,7002236.0
2020-05-06,35.89,50222.6759,6826305.0
2020-05-07,37.0,51775.9545,8829250.0
2020-05-08,38.18,53427.1877,10191938.0
2020-05-11,37.78,52867.4476,7992349.0
2020-05-12,36.98,51747.9675,8027256.0
2020-05-13,35.77,50054.7539,8053475.0
2020-05-14,35.5,49676.9293,6564869.0
2020-05-15,34.83,48739.3647,10291659.0
2020-05-18,36.42,50964.3314,13687177.0
2020-05-19,35.43,49578.9748,11366804.0
2020-05-20,37.18,52027.8375,10708534.0
2020-05-21,34.79,48944.3157,24248281.0
2020-05-22,35.91,51437.4884,28426314.0
2020-05-26,36.19,51704.4168,12272250.0
2020-05-27,37.14,53061.6756,9472886.0
2020-05-28,37.47,53533.1444,8924318.0
2020-05-29,37.99,54276.065,10062952.0
2020-06-01,37.5,53576.0052,6174670.0
2020-06-02,37.54,53633.1529,10371243.0
2020-06-03,37.91,54161.7695,12472102.0
2020-06-04,37.42,53461.7097,6797036.0
2020-06-05,38.83,55476.1675,12623039.0
2020-06-08,39.11,55876.2017,8499750.0
2020-06-09,38.26,54661.8122,11969649.0
2020-06-10,37.49,53561.7183,10655133.0
2020-06-11,35.05,50075.7062,16345552.0
2020-06-12,35.35,50504.3142,13770777.0
2020-06-15,35.87,51247.2348,11279724.0
2020-06-16,36.7,52433.0504,11106063.0
2020-06-17,36.89,52704.5022,7938748.0
2020-06-18,36.68,52404.4766,6465492.0
2020-06-19,36.59,52275.8941,20382282.0
2020-06-22,35.97,51390.1042,9613285.0
2020-06-23,36.25,51790.1384,7283204.0
2020-06-24,33.85,48361.274,21114908.0
2020-06-25,33.89,48418.4218,12503333.0
2020-06-26,33.28,47546.9187,35516096.0
2020-06-29,34.65,49504.2288,13311015.0
2020-06-30,35.11,50161.4278,12027284.0
2020-07-01,35.28,50404.3057,7642651.0
2020-07-02,35.38,50547.175,4738385.0
2020-07-06,35.59,50847.2007,6481569.0
2020-07-07,34.64,49489.9419,9826355.0
2020-07-08,34.55,49361.3595,13840448.0
2020-07-09,34.5,49289.9248,12329302.0
2020-07-10,34.68,49547.0896,9757294.0
2020-07-13,34.44,49204.2032,10120924.0
2020-07-14,35.22,50318.5841,10133236.0
2020-07-15,36.7,52433.0504,9442598.0
2020-07-16,36.37,51961.5816,9383255.0
2020-07-17,37.71,53876.0308,8714208.0
2020-07-20,37.17,53104.5364,8015335.0
2020-07-21,37.48,53547.4313,5778440.0
2020-07-22,38.39,54847.5424,7846173.0
2020-07-23,38.43,54904.6901,6623857.0
2020-07-24,38.6,55147.568,6673635.0
2020-07-27,38.35,54790.3947,9552698.0
2020-07-28,38.27,54676.0992,8617621.0
2020-07-29,39.81,56876.2871,15966338.0
2020-07-30,38.94,55633.3238,7300795.0
2020-07-31,38.57,55104.7072,7060358.0
2020-08-03,38.0,54290.3519,6145807.0
2020-08-04,37.15,53075.9625,7749603.0
2020-08-05,37.73,53979.3552,6480622.0
2020-08-06,37.89,54208.2632,4367828.0
2020-08-07,38.97,55753.3918,8645594.0
2020-08-10,38.98,55767.6986,4329159.0
2020-08-11,39.31,56239.8212,7955080.0
2020-08-12,39.96,57169.7597,6500068.0
2020-08-13,39.75,56869.3181,4636596.0
2020-08-14,39.16,56025.22,5708891.0
2020-08-17,39.35,56297.0482,4785939.0
2020-08-18,39.33,56268.4347,5267281.0
2020-08-19,39.35,56297.0482,5697756.0
2020-08-20,38.86,55596.0176,4661197.0
2020-08-21,38.43,54980.8275,8239718.0
2020-08-24,38.94,55710.4716,7824942.0
2020-08-25,39.64,56711.9438,8218242.0
2020-08-26,39.35,56297.0482,4574157.0
2020-08-27,40.78,58342.913,8959687.0
2020-08-28,41.03,58700.5816,4542192.0
2020-08-31,41.02,58686.2749,7473602.0
2020-09-01,41.47,59330.0785,7997286.0
2020-09-02,42.23,60417.3912,9847296.0
2020-09-03,41.49,59358.692,9762953.0
2020-09-04,41.48,59344.3852,9232451.0
2020-09-08,40.92,58543.2074,7104888.0
2020-09-09,41.53,59415.919,5876943.0
2020-09-10,40.97,58614.7411,5182761.0
2020-09-11,40.29,57641.8824,7142897.0
2020-09-14,41.12,58829.3423,4797610.0
2020-09-15,41.02,58686.2749,3645144.0
2020-09-16,40.19,57498.8149,8529997.0
2020-09-17,39.67,56754.8641,10883966.0
2020-09-18,38.48,55052.3612,10720467.0
2020-09-21,38.55,55152.5085,10625602.0
2020-09-22,38.6,55224.0422,7024827.0
2020-09-23,37.72,53965.0485,7462105.0
2020-09-24,37.12,53106.6437,9270829.0
2020-09-25,37.34,53421.3921,7749143.0
2020-09-28,38.0,54365.6374,6436547.0
2020-09-29,37.76,54022.2755,5951336.0
2020-09-30,38.21,54666.0791,7711757.0
2020-10-01,38.42,54966.5207,6098403.0
2020-10-02,38.48,55052.3612,6271166.0
2020-10-05,39.24,56139.674,4448907.0
2020-10-06,39.33,56268.4347,7833522.0
2020-10-07,40.18,57484.5082,5785088.0
2020-10-08,40.49,57928.0173,4484008.0
2020-10-09,41.14,58857.9558,6020281.0
2020-10-12,41.97,60045.4158,7690268.0
2020-10-13,40.92,58543.2074,7399736.0
2020-10-14,40.62,58114.005,12537935.0
2020-10-15,39.0,55796.3121,15112226.0
2020-10-16,38.44,54995.1342,18559601.0
2020-10-19,37.77,54036.5822,11197193.0
2020-10-20,37.54,53707.527,8140363.0
2020-10-21,37.15,53149.5639,11643964.0
2020-10-22,36.86,52734.6683,15048324.0
2020-10-23,37.17,53178.1774,12412633.0
2020-10-26,36.86,52734.6683,9594496.0
2020-10-27,36.05,51575.8218,12082069.0
2020-10-28,34.07,48743.0859,17957567.0
2020-10-29,33.5,47927.6014,27743339.0
2020-10-30,34.27,49029.2209,20324844.0
2020-11-02,34.55,49429.8098,14351818.0
2020-11-03,35.15,50288.2146,9313489.0
2020-11-04,35.29,50488.509,14830869.0
2020-11-05,35.21,50417.9546,11132699.0
2020-11-06,35.7,51119.5961,11142837.0
2020-11-09,38.21,54713.7189,21385049.0
2020-11-10,38.2,54699.3997,10274657.0
2020-11-11,37.4,53553.8626,9713083.0
2020-11-12,36.74,52608.7944,15709513.0
2020-11-13,37.98,54384.377,18923603.0
2020-11-16,38.03,54455.9731,7849749.0
2020-11-17,35.03,50160.2087,34678265.0
2020-11-18,34.26,49057.6292,22512336.0
2020-11-19,34.21,48986.0331,14816271.0
2020-11-20,33.7,48255.7532,15402501.0
2020-11-23,33.33,47725.9422,18823425.0
2020-11-24,33.79,48384.6261,18849650.0
2020-11-25,33.55,48040.9649,9814059.0
2020-11-27,33.6,48112.561,6363646.0
2020-11-30,33.15,47468.1964,15588589.0
2020-12-01,33.65,48184.1571,14414632.0
2020-12-02,34.15,48900.1178,19584262.0
2020-12-03,33.81,48413.2645,21070882.0
2020-12-04,34.41,49272.4174,26383227.0
2020-12-07,34.25,49043.31,18398503.0
2020-12-08,33.97,48642.372,20816506.0
2020-12-09,34.13,48871.4794,14858410.0
2020-12-10,34.0,48685.3296,11028976.0
2020-12-11,33.6,48112.561,14827303.0
2020-12-14,33.45,47897.7728,8712937.0
2020-12-15,34.67,49644.717,16700678.0
2020-12-16,35.13,50303.4009,13985311.0
2020-12-17,35.39,50675.7004,10503038.0
2020-12-18,35.45,50761.6157,23166583.0
2020-12-21,34.82,49859.5052,10484826.0
2020-12-22,34.36,49200.8213,9425660.0
2020-12-23,34.37,49215.1405,7381419.0
2020-12-24,34.59,49530.1633,2608757.0
2020-12-28,34.92,50002.6973,4842128.0
2020-12-29,35.5,50833.2118,8787162.0
2020-12-30,35.55,50904.8079,6814040.0
2020-12-31,35.95,51477.5765,6214812.0
2021-01-04,35.27,50503.8699,14068966.0
2021-01-05,36.24,51892.8337,14812571.0
2021-01-06,36.76,52637.4328,13236492.0
2021-01-07,36.56,52351.0485,7267616.0
2021-01-08,36.75,52623.1136,7288865.0
2021-01-11,36.44,52179.218,7228421.0
2021-01-12,35.33,50589.7851,19636540.0
2021-01-13,36.06,51635.0878,9942223.0
2021-01-14,36.16,51778.28,10213169.0
2021-01-15,36.33,52021.7066,15109680.0
2021-01-19,36.27,51935.7913,8081343.0
2021-01-20,36.66,52494.2407,7617814.0
2021-01-21,37.52,53725.6931,12188194.0
2021-01-22,37.03,53024.0516,7405570.0
2021-01-25,36.78,52666.0713,6157878.0
2021-01-26,36.64,52465.6023,5869604.0
2021-01-27,35.82,51291.4267,15133831.0
2021-01-28,36.34,52036.0258,16495182.0
2021-01-29,35.44,50747.2965,18873502.0
2021-02-01,35.95,51477.5765,12285373.0
2021-02-02,36.64,52465.6023,12475850.0
2021-02-03,37.45,53625.4586,16681886.0
2021-02-04,38.76,55501.2758,16035396.0
2021-02-05,38.96,55787.66,19216657.0
2021-02-08,39.57,56661.1321,10354755.0
2021-02-09,39.25,56202.9173,11600446.0
2021-02-10,38.85,55630.1487,8847502.0
2021-02-11,38.87,55658.7871,5546573.0
2021-02-12,38.39,54971.4648,12443868.0
2021-02-16,37.93,54312.7809,8842821.0
2021-02-17,37.5,53697.0547,6122959.0
2021-02-18,37.52,53725.6931,6390210.0
2021-02-19,38.03,54455.9731,9407964.0
2021-02-22,39.2,56131.3212,10922144.0
2021-02-23,38.75,54915.1711,10173880.0
2021-02-24,39.53,56020.5604,9267051.0
2021-02-25,39.67,56218.9636,11652249.0
2021-02-26,38.78,54957.6861,13454713.0
2021-03-01,38.9,55127.746,7790741.0
2021-03-02,38.76,54929.3428,6064524.0
2021-03-03,38.82,55014.3727,6666902.0
2021-03-04,37.93,53753.0953,8514216.0
2021-03-05,39.54,56034.7321,12809414.0
2021-03-08,39.52,56006.3887,9616426.0
2021-03-09,39.55,56048.9037,13646708.0
2021-03-10,39.34,55751.2989,7696971.0
2021-03-11,38.65,54773.4546,6470724.0
2021-03-12,38.85,55056.8877,5276344.0
2021-03-15,39.4,55836.3289,7046169.0
2021-03-16,38.86,55071.0594,6172523.0
2021-03-17,38.88,55099.4027,6665617.0
2021-03-18,38.19,54121.5584,8349881.0
2021-03-19,38.17,54093.215,12334385.0
2021-03-22,38.23,54178.245,5845535.0
2021-03-23,37.24,52775.2509,6119593.0
2021-03-24,37.58,53383.0214,7334753.0
2021-03-25,37.92,53865.9971,5708623.0
2021-03-26,38.22,54292.1521,7624441.0
2021-03-29,38.59,54817.7434,6090996.0
2021-03-30,38.96,55343.3346,5900648.0
